,lat,lon,Date_Mid_Greenup_Phase_1_aot40_r
406,30.1819,120.2697,0.4865851301172373
358,41.6989,123.4231,0.4875858534453356
1337,38.20087,-77.37742,0.4902958917136696
94,35.0888,118.3956,0.4907702594647204
128,36.1937,117.1437,0.4909566385948253
1008,45.42009,4.395422,0.4917001569515176
773,48.40861,15.619166,0.4922769321645741
337,31.3097,120.669,0.4923117834392329
1171,43.5166,-5.6707,0.4943282693140866
343,32.1028,118.9125,0.4984343351779324
1168,43.79306,11.09778,0.498728189603335
16,43.8358,126.5844,0.5011727472587755
75,40.7136,120.9092,0.5031439744910721
355,41.8467,123.4264,0.5033389128784372
291,37.8195,112.57,0.504842758817989
208,41.2495,123.1683,0.504970273104575
1414,40.046665,-76.28333,0.5050866265507185
108,37.8703,113.5614,0.5055074391789067
41,35.0697,109.0697,0.505745021535803
564,29.8566,114.2936,0.5076859509712726
1279,39.9428,-81.3373,0.5101416455659085
30,36.6106,109.5056,0.5107211738214724
1012,46.137222,9.385,0.5119173209979639
57,31.1317,104.3826,0.513757530462394
1327,40.8679,-73.87809,0.513984817231741
385,40.3275,116.6275,0.5141178616259484
477,29.2617,117.1547,0.5152158133799847
911,50.11108017,14.50309563,0.5168273649087876
33,34.3739,107.1186,0.5183983585827048
1423,35.43477,-83.44213,0.5191575516448059
753,42.33611,-3.63611,0.5208547994414386
632,22.5311,113.0219,0.5214595172838803
938,56.672901,12.8576,0.5230738324953
318,31.8403,117.1318,0.5252650122624246
1415,30.419806,-91.182014,0.5253575868619851
242,32.8911,117.4185,0.5259563305729343
317,36.6734,117.1265,0.5276778450955485
1041,51.462734,13.526796,0.5295907549646292
1438,35.206112,-111.65278,0.5296327672843535
316,31.7964,117.3027,0.5299750276580041
114,37.4674,116.3032,0.5303400588804029
651,23.1522,112.5544,0.5346022953731272
1435,41.49212,-81.67845,0.5356717744207599
1318,42.04915,-88.273026,0.536006053550366
1449,27.946688,-82.731766,0.5375140823335183
1365,41.61524,-71.72,0.5415001701897199
219,35.5051,112.85,0.5423353439854866
1248,41.4271,-80.1451,0.542597041253487
1124,45.690278,9.643889,0.5443094603114499
822,41.99917,21.44084,0.5458210801412688
636,23.4714,116.7519,0.5482602002286288
644,37.4658,118.5019,0.5482798251198204
836,44.79361,10.33167,0.5486651209952047
185,31.6908,113.3833,0.5487200974374749
545,36.0621,114.4839,0.5517727537214167
665,31.751,119.579,0.5525072730389964
565,26.1028,119.2984,0.5556790625795813
913,50.08148193,14.4426918,0.5574016111718026
404,24.8886,102.8204,0.5579102498307449
341,34.5885,119.176,0.5588725154784377
104,36.0714,111.5028,0.5590058227429462
740,45.474156,28.034406,0.5595684453572677
289,30.4183,120.3019,0.5612611780191953
1207,38.748611,-9.148889,0.562311876639758
1424,42.27807,-85.54189,0.5631175473080131
877,46.256617,26.792892,0.5644591048876073
460,31.882,120.55,0.5707386212968759
482,31.5031,120.242,0.5718704300372047
213,43.1713,124.4002,0.5719094165639875
653,29.6277,106.6556,0.5730267359061552
1231,46.34072,2.593945,0.5770084105962745
294,30.7478,120.726,0.5783352839621922
1242,35.2318,-77.5669,0.5800668775452233
813,47.04735,16.07905,0.5822764201538645
396,39.6506,118.1705,0.5866475952586448
222,39.3522,112.4397,0.5868580698644889
837,44.73473,9.36693,0.5875978207895886
1223,47.0677,8.30068,0.5889173811059466
1349,43.1818,-87.901,0.5889631058774777
1456,31.954287,-84.08101,0.5904207366561163
97,35.2375,115.4747,0.5906663587665779
345,34.2384,117.1918,0.5910614047479565
627,22.5978,114.297,0.5917549594204978
457,36.253,120.014,0.5918728945622201
1141,49.672507,9.001981,0.5926186809431886
757,43.15333,-4.25306,0.5931307670201642
1179,46.555842,26.926942,0.5934817513714669
864,42.90056,13.33667,0.5938881319646517
346,32.0309,118.8109,0.5952365846986276
704,45.569,8.1876,0.5963495466294001
180,36.1911,113.1569,0.5979873304310955
103,37.4236,122.1214,0.6005792054771916
360,40.7612,111.717,0.6013151843039164
1324,40.283092,-74.742615,0.6013538124600619
525,37.5072,122.1067,0.6038785131521566
1095,47.86194444,15.32194444,0.6040868359868791
1180,56.15976,10.19364,0.6053090128766256
356,41.8411,123.5903,0.6067591564310513
1287,36.109005,-79.802315,0.6074503503412604
266,48.471,129.5029,0.6094540750583645
78,36.229,117.6795,0.6113062954614802
12,46.586,125.153,0.6178603156390261
162,35.7306,114.2878,0.6192526242003985
192,33.8715,109.9154,0.6195002099226445
1043,45.411864,28.005967,0.6200543018372354
907,49.40159607,15.6102457,0.6238571800337707
1169,45.84299,13.54308,0.6267862556472833
1187,43.285,13.42861,0.6278490788229576
18,41.8491,123.7977,0.6281110989694859
142,32.395,111.0419,0.6292366516312432
538,28.2675,109.6958,0.6294876236220528
1359,40.46542,-79.960754,0.6310141918715034
1276,38.81194,-76.74417,0.6336110440299987
563,29.6038,115.9114,0.6389012451350936
889,50.74823,2.25978,0.6400399276393944
1373,38.45934,-82.64041,0.6403082942477294
176,41.1551,80.2613,0.6414088104104733
267,46.8028,130.2751,0.6456313179874558
220,35.4936,112.8318,0.6457628029132005
77,40.7677,120.8695,0.6479318469339513
1418,45.49664,-122.602875,0.6488862502086888
1339,38.8577,-77.05922,0.6491221083126048
120,36.8103,118.0414,0.6501526031189853
932,43.322554,21.919025,0.6537815811625627
1386,41.81305,-88.07283,0.6547699023987837
1383,39.117218,-94.635605,0.6548898174551964
514,28.6842,115.9314,0.6552712260986121
858,42.732292,23.310972,0.6563660952537381
556,29.5698,115.9773,0.6566813603405132
416,28.2264,117.0222,0.6566960806142935
1336,40.82799,-73.05754,0.6581831838027418
1256,39.48599,-87.40131,0.6587941823706176
1268,40.026035,-82.433,0.6591557819724648
348,32.0551,118.7538,0.6591712436869759
1164,43.675114,4.62921,0.6595853965160736
141,30.2092,115.0307,0.6619076360588618
677,43.2561,-5.7759,0.6643242750701362
370,43.8325,125.1761,0.665024886539865
372,38.8661,121.5213,0.6666145475522126
224,39.3197,112.4258,0.6692163540883037
305,39.9041,119.5251,0.6716557243632383
38,36.6868,117.532,0.6733806230642562
1292,35.320107,-97.4841,0.6742282810233065
1376,42.099697,-71.6194,0.6744230086313194
1115,59.316007,18.057807,0.6745160615909399
1185,51.536893,7.457409,0.6745896105709005
964,49.300731,8.700103,0.675114078539164
212,41.5646,120.4521,0.6756206053156194
178,44.2967,86.0497,0.6759853224937912
1093,49.107502,6.122775,0.6783614313101368
157,31.7905,116.4996,0.6830811555600899
251,46.7975,130.3258,0.6857661392473455
770,45.4512,7.878,0.6882223356945741
1426,30.848612,-85.60389,0.6888413904668169
1172,46.162556,-1.153603,0.6945281675449089
1143,52.411563,-1.560228,0.6946663754825544
24,41.2664,123.7992,0.6948188802859954
819,45.6642,8.1598,0.6949131710169877
1264,35.10264,-85.16219,0.6949961775826398
583,41.7347,123.2444,0.703345110378151
1316,29.632057,-98.56493,0.7035138637170152
1154,41.66638888,-4.715,0.7038302913220312
942,45.55879167,18.69876944,0.704491782803622
647,36.8406,118.0253,0.7073051960951128
1347,37.71325,-119.7062,0.710021084473193
493,31.9037,102.224,0.7124971372838692
588,35.5934,104.6194,0.7131467159210373
1392,38.71085,-90.47606,0.7147932962015452
323,33.575,119.007,0.7155970771299403
543,29.315,110.4417,0.717367535835214
1025,40.67354965,22.89343834,0.7187211130248731
1239,45.248889,10.299444,0.7197657416746307
1416,39.28102,-78.08157,0.7211162263386859
552,28.6542,121.419,0.722666816011951
1009,55.79216,-3.2429,0.7232288033216919
210,42.2217,123.7153,0.7282914840612749
63,41.1196,123.044,0.7297351492947349
1194,49.18742,6.910867,0.7298406546665566
132,33.6347,114.6758,0.730157030456006
905,45.873889,10.1775,0.7308053995457263
112,37.4309,118.6614,0.7340706679977822
590,37.9844,106.2025,0.7350385981032426
1163,45.5476,9.16698,0.7368851451387108
90,36.1031,103.631,0.7374042273228044
658,29.4875,106.4782,0.7385145110768876
260,47.3382,130.1097,0.7423017812225008
188,30.5232,105.5582,0.7436018708842308
1192,42.40538,1.13,0.7453262829063848
320,38.8632,115.493,0.7466841904467817
231,38.4519,112.7383,0.747114542875961
152,32.2786,118.3244,0.7486044615959191
374,43.8805,125.3297,0.7507806306432419
101,36.2125,113.0886,0.7550351962758579
637,36.913,121.531,0.7559522554229545
578,39.1067,117.1941,0.7575137936293689
223,39.3617,112.4575,0.7615671981321123
338,31.3708,120.641,0.7622866129571878
66,39.8129,110.0023,0.7629072532392291
1288,30.229652,-90.96563,0.763854709986682
594,34.6972,119.3581,0.7649052643141865
759,45.84083,9.34889,0.7652431651185861
464,31.354,119.818,0.7654408938422378
397,26.3003,106.805,0.7664067216156485
459,31.656,120.734,0.7715460856097592
454,29.6963,118.2903,0.7748095030291436
484,35.546,112.8453,0.7759194847922172
800,45.655,10.20083,0.7772495000391062
1114,51.45258,0.070766,0.7778597423356991
528,26.5892,104.8,0.7801579261496475
520,30.1506,104.6356,0.781036262912007
310,36.663,117.0495,0.7817323338664212
107,37.8486,113.5819,0.7838592262666076
1360,40.107224,-74.882225,0.7844533797057839
1113,54.97825,-1.610528,0.7861346919631189
664,34.6692,112.3628,0.7863847876054078
596,33.965,118.283,0.7867331919850991
1388,37.70097,-94.03474,0.7867610723444641
69,40.6655,122.167,0.7874504429755836
25,41.3472,123.8142,0.7875610684871165
71,40.1503,124.4256,0.7876169764382288
641,24.7791,113.6735,0.7884812706178808
137,32.9771,113.9976,0.790704081300421
599,32.3153,118.3093,0.7917217710525052
1436,28.332226,-82.30564,0.7954630449644456
246,33.9477,116.7856,0.8000108964613653
498,34.7178,113.7329,0.8023674723829909
339,32.0005,120.86,0.8045435359898504
227,37.7067,112.7249,0.8057511286978185
1158,51.748103,18.04931,0.8142302522138426
96,35.2464,115.4208,0.8191255629814241
10,44.5462,129.6386,0.8209847966131083
1447,40.74529,-73.41919,0.8231463157827701
687,45.183611,11.311389,0.8233416417826798
645,36.7019,119.12,0.8244765348671032
1201,41.15604,15.09675,0.8260909848746211
61,41.0931,123.011,0.8272864060280699
122,36.8194,118.3092,0.8286946307349724
286,33.9528,118.293,0.8296382649460639
118,37.3803,118.0062,0.8302532534151712
625,33.4022,120.118,0.8303981870464764
322,36.6114,116.9862,0.83151568213536
1293,35.614132,-97.47508,0.8328542936275687
1371,27.189215,-81.34035,0.8349724509387689
121,36.4847,117.8525,0.83523883773437
1321,40.72099,-74.192894,0.8452022428928745
638,23.0822,114.4053,0.8492578147196408
1058,46.064275,23.563517,0.8550561231657217
571,25.0492,101.538,0.8568941938609927
474,30.2111,120.2072,0.8605638915430515
68,40.6511,122.215,0.8689167920943892
561,29.6547,116.0172,0.8784291123616603
602,44.0114,87.2997,0.8812112875272701
274,38.3254,116.8584,0.8875095591791768
357,32.1328,119.4303,0.8885294848163652
1230,49.28222,4.051111,0.8994631654853751
297,36.3083,120.3999,0.8997205157755358
646,36.6331,117.9592,0.9039482684217915
447,31.388,120.953,0.9053387294212676
1167,44.92008,2.441082,0.922503675081348
652,37.374,120.399,0.923773090158893
39,35.8735,120.0405,0.9316753675999684
1153,41.63528,-0.89361,0.9334978427679448
407,31.4741,104.7778,0.9373447667364126
560,34.343,106.0055,0.9378289946697363
1219,47.60472222,15.67305556,0.9574386464629396
207,41.1953,123.2,0.9578925541446116
517,27.5578,109.9972,0.9674434655652464
