,lat,lon,EVI2_Onset_Greenness_Maximum_1_aot40_r
761,47.751475,23.605325,0.449441693605892
1024,47.054443,-0.886111,0.4494893771924709
342,32.1065,118.8086,0.4513101641218857
1371,27.189215,-81.34035,0.4520027965517551
568,38.8959,115.5213,0.4530864754659859
818,45.772167,3.0875,0.4548658304958045
837,44.73473,9.36693,0.4594461601851791
618,28.4436,117.9756,0.4594624456648036
39,35.8735,120.0405,0.4603028945140331
645,36.7019,119.12,0.4622465254441598
1299,63.7232,-148.9676,0.4675893164116098
288,30.2692,120.1903,0.4680158789362096
728,49.442356,1.093789,0.4696282121582388
714,53.134088,17.995712,0.4711536033555378
238,50.2472,127.5291,0.4719281392347886
993,47.62,6.157611,0.4730765804919531
1220,43.25811,-2.97344,0.4789541571891405
1271,40.0877,-82.95977,0.4821290104108264
192,33.8715,109.9154,0.4822863919526947
40,32.1059,114.1099,0.4825475780008663
617,39.0845,117.1589,0.486103991021892
219,35.5051,112.85,0.4863539601518481
710,49.23290634,17.66717529,0.4908446438881199
1194,49.18742,6.910867,0.491694685161652
328,31.1654,121.412,0.4933167120540381
318,31.8403,117.1318,0.4946249579099391
1008,45.42009,4.395422,0.4963010465254095
324,40.8369,111.7516,0.4965569524287372
505,27.5721,109.5981,0.4969254312233679
202,41.2991,123.149,0.4976876430268199
124,35.4209,119.471,0.4981797992308883
1290,35.587143,-83.07416,0.5012617239902455
1309,45.56498,-88.80859,0.5056835790692998
769,41.47676936,2.088977264,0.5160152672544558
829,46.143173,-0.396042,0.5183321737620438
1052,57.70902,11.970241,0.5185089880631774
218,33.6406,114.6369,0.5213735277581832
496,26.5939,104.89,0.5221858661468636
8,44.5963,129.5904,0.5240730343521796
974,49.841221,7.866222,0.530411982196514
1107,50.6134125,5.570222814,0.5308168545022359
693,43.30277777,-1.98444444,0.5326240906132077
1126,49.079012,19.3025249,0.5326286614079644
1236,42.44,-2.239,0.5362658881755009
297,36.3083,120.3999,0.5366360187149996
602,44.0114,87.2997,0.5380639610860244
535,28.19,112.9394,0.5412344380152866
1264,35.10264,-85.16219,0.5417797364459888
609,23.7256,109.2203,0.5421357558427485
32,34.3672,107.1906,0.5455793602184454
158,33.8518,115.7789,0.5501896783774094
282,30.1808,120.0883,0.5516671034470247
614,32.1873,119.4424,0.5533255507679554
830,48.733256,19.115268,0.55346172843094
58,30.8064,106.056,0.554101460818325
1172,46.162556,-1.153603,0.5555639391042458
988,47.34414,0.653778,0.5580083315945378
170,35.5461,106.6692,0.5580302433653639
407,31.4741,104.7778,0.5608082386627947
352,32.1875,119.6707,0.5635233166411923
300,34.81334,113.56746,0.5636639086862391
910,49.20272446,16.61628723,0.5643408404494991
454,29.6963,118.2903,0.5724348852253314
198,32.6939,109.0281,0.5730933844182019
1215,53.694628,19.968892,0.5750161263181498
626,34.3497,107.2058,0.5787426314637557
1398,27.939747,-82.000084,0.5787653907565077
439,29.1217,110.5319,0.5793190559719777
1336,40.82799,-73.05754,0.5822168852426564
545,36.0621,114.4839,0.5838928271062193
707,43.230297,0.062339,0.5848731801927155
267,46.8028,130.2751,0.5868747358212201
415,28.9634,105.4324,0.5872740742714313
882,51.60308,4.781016,0.588935346847391
1385,38.11515,-86.60325,0.5920556737501139
1192,42.40538,1.13,0.5961948111897984
833,47.71611111,13.63222222,0.5966834315821553
1378,42.474644,-70.97082,0.6032904973668365
1428,30.260279,-81.45361,0.6033158846792094
108,37.8703,113.5614,0.605163224792373
292,37.8692,112.5369,0.6063365608651855
477,29.2617,117.1547,0.6068144948502078
637,36.913,121.531,0.6103719880345863
1060,46.564369,26.910667,0.611716994852187
385,40.3275,116.6275,0.6127396774109688
233,37.5136,111.1297,0.6127485353906018
248,30.8792,117.7439,0.6143890228388545
508,28.1308,112.8908,0.6162376932634585
651,23.1522,112.5544,0.6179782781703662
330,31.6219,120.275,0.6201464087648344
1204,41.886019,12.541618,0.6216801830853272
23,41.2864,123.7669,0.622035026807143
1430,38.85287,-77.63462,0.6243118585653784
1412,29.901035,-95.32613,0.6258734514331116
116,37.4451,116.2991,0.6303411135257877
347,32.0745,118.7794,0.6356059794191492
286,33.9528,118.293,0.6387909000397405
485,31.0201,103.6202,0.6398869376409722
1345,41.97639,-72.388054,0.64280272483118
713,53.028647,18.666103,0.6440223575710442
1170,43.5915,3.88681,0.6453652249869651
601,27.0803,114.9754,0.6549096536298068
755,51.259431,22.569133,0.6571396820901496
483,38.5167,102.1692,0.6581774583801641
616,38.0378,114.5481,0.6644950144141558
78,36.229,117.6795,0.6646960928566571
625,33.4022,120.118,0.6665314105248848
1133,49.07655,8.40666,0.6706008862033586
478,27.72,106.9178,0.6712994193161277
1408,40.3663,-80.6158,0.6730846989947523
110,42.2728,118.9576,0.6857624202561038
981,50.731478,13.75145,0.6909759892985948
229,35.0147,110.9956,0.6922122486996507
359,41.7406,123.505,0.6924977607278404
1202,42.284,21.2738,0.6977725404508164
1169,45.84299,13.54308,0.7017301540338914
67,40.7094,122.2703,0.7018756956949813
333,45.7478,126.593,0.7026783744413152
35,34.3617,108.7233,0.7037767903114279
168,37.9956,106.1856,0.704434045510056
491,43.941,81.3364,0.7068147081218674
427,30.6465,111.3549,0.7079775973922625
1151,51.939783,15.518861,0.708447075224845
429,36.0022,106.2792,0.712065150449509
1058,46.064275,23.563517,0.7138460400429032
70,40.0625,124.3303,0.7208951441051469
134,32.9735,112.5003,0.7222824504239209
724,43.32074,-3.11272,0.7241066661445543
406,30.1819,120.2697,0.7261786515215861
244,46.8032,130.3648,0.7264512020748406
893,45.7789,4.9247,0.7308051909069069
1091,46.708333,14.891667,0.7327800444715158
1142,46.632142,27.730886,0.7330484480517993
815,49.028057,2.750278,0.7346804374269263
1075,44.319639,28.610292,0.7346866477408128
1065,48.947611,13.420573,0.740379942313331
635,23.691,113.0426,0.7484586220878412
657,29.8279,106.3787,0.7487891462706551
1018,45.000278,9.009444,0.7496148494507434
1240,53.371306,-2.239218,0.7548642423151416
1033,45.038333,9.669167,0.7577659611835791
597,25.0441,101.5482,0.759300105571917
631,27.8614,112.9433,0.7649857455594433
90,36.1031,103.631,0.7664645373917319
469,30.8388,106.1087,0.769015418231838
447,31.388,120.953,0.7703549929084734
1103,47.4029,8.6134,0.7707967376340784
474,30.2111,120.2072,0.7724868130282976
987,49.052284,8.253538,0.7795329473738223
276,30.8669,120.0751,0.7820127107491797
715,43.6287,0.179069,0.7833445744529861
1219,47.60472222,15.67305556,0.7840876118991333
563,29.6038,115.9114,0.7849982078760535
867,51.207944,10.450997,0.786299042303409
517,27.5578,109.9972,0.7897008623758788
593,33.3663,120.1544,0.7914059586027713
638,23.0822,114.4053,0.7936975486403832
1233,47.30737,5.065881,0.7949663060358548
1162,45.96141,4.465711,0.7959201285468469
652,37.374,120.399,0.7990215449552033
630,27.9119,112.9074,0.8021679669405973
1167,44.92008,2.441082,0.8022570375767482
1093,49.107502,6.122775,0.8125264340880822
1225,41.31347521,2.013824628,0.8133099386841884
1228,46.9631,7.46252,0.8141519821862109
633,36.5819,101.834,0.8144343145971017
509,27.3125,105.2864,0.8181666552883166
589,41.0385,113.1076,0.8219253089179455
564,29.8566,114.2936,0.8246320516398689
316,31.7964,117.3027,0.837554623886163
585,31.2864,120.628,0.8384020167160944
410,27.9831,116.3544,0.8449254707416504
249,30.97,117.8483,0.8570015897050522
1178,40.39472222,-3.73194444,0.864179498064344
1229,47.3815,8.56592,0.8690729969216766
92,38.5036,106.1358,0.8754360686459697
47,35.2127,113.2269,0.8756560634316669
711,49.04781723,18.00782776,0.8823787485479526
542,27.7569,111.9561,0.8869612020704533
91,38.4975,106.2328,0.889307239842303
1158,51.748103,18.04931,0.8933519207025974
54,31.4535,104.7563,0.8936848686889411
955,47.4067,9.39438,0.9076822668438534
357,32.1328,119.4303,0.9184421348087096
1035,41.554167,14.674722,0.9190966496276574
1402,43.656765,-70.629135,0.9223390828824036
445,27.6253,113.8493,0.9226054303079632
1094,55.46333313,26.00416946,0.928324095596308
419,30.3119,120.1197,0.9440359229219188
1211,42.736572,11.87643,0.95094046637635
1076,47.3868,8.53981,0.963308874547533
611,36.5482,104.1465,0.9855087061697194
1200,43.89555,25.956575,0.9866175388725
