,lat,lon,EVI2_Onset_Greenness_Maximum_1_co2_r
326,45.7319,126.685,0.0276211410533318
186,30.2981,109.4978,0.0319734263505112
41,35.0697,109.0697,0.0320076680652818
942,45.55879167,18.69876944,0.0321142979841429
1350,42.51831,-89.06347,0.033581349199455
530,31.2827,107.5277,0.0358265837821289
786,46.80138889,13.49388889,0.036533061495273
792,45.760833,11.736667,0.0396716611519487
1410,29.68639,-95.29472,0.0422644865485898
1040,53.060045,8.916966,0.0434362653065535
1183,51.303394,6.819887,0.048259504530529
1261,35.63348,-83.941605,0.0485978589748423
518,29.5844,103.7627,0.0487406303900258
450,37.197,122.038,0.0499357212472634
1275,41.55523,-81.57526,0.0509875647077295
1153,41.63528,-0.89361,0.0512444278696037
757,43.15333,-4.25306,0.051349273253218
187,32.4287,105.8628,0.0523382127354175
1222,49.23074,7.003174,0.053145825729651
123,34.5578,117.7276,0.0550759516464418
1299,63.7232,-148.9676,0.0553395445574752
524,29.9833,103.0111,0.0614931761921956
856,42.680558,23.296786,0.0615832199933594
596,33.965,118.283,0.0620240631128577
920,49.869422,9.171544,0.0625373341170517
1006,51.27399,1.098061,0.0631345612516261
1376,42.099697,-71.6194,0.0634106616293607
384,40.135,116.6636,0.0656463057649717
573,30.4663,106.6271,0.0660878943753537
1255,38.013332,-87.577225,0.0682214877034535
861,46.765425,23.550258,0.0685364620920136
949,50.81487387,3.322494319,0.0694246797569988
840,54.68611145,25.2108345,0.0696873579453918
1152,50.349608,18.236575,0.0722302891694774
1276,38.81194,-76.74417,0.0723926076904323
873,55.39638901,10.38917255,0.072505932646365
1252,42.416637,-83.90218,0.0728081862576911
594,34.6972,119.3581,0.0729031180001242
1305,46.0519,-89.654,0.0745412316449502
395,39.1082,117.237,0.0749955885961977
1431,40.73614,-73.82153,0.0750920776576492
515,26.8956,112.6211,0.0756229348126071
798,42.404687,12.857794,0.0758127376663748
1444,45.25928,-122.58815,0.0761532739957357
539,28.3169,109.7325,0.0777994115783599
720,47.3456,5.002377,0.0794492393327428
354,41.7653,123.4114,0.0839945412498252
990,42.697918,9.446417,0.0861305615838998
779,45.93766834,13.91156335,0.0861399246749807
288,30.2692,120.1903,0.0871068595992939
739,49.357861,6.73354,0.0885843903409263
459,31.656,120.734,0.0889083424174511
641,24.7791,113.6735,0.0896306003014089
1161,50.876983,18.416878,0.0919543538524287
876,44.99694,11.07083,0.0921877047559846
464,31.354,119.818,0.0926180025601523
631,27.8614,112.9433,0.0939844441987543
2,43.8306,126.555,0.0946354156826549
1264,35.10264,-85.16219,0.0952035675312757
933,46.401944,13.011111,0.0962132300750717
681,48.847917,10.096292,0.0986405262382326
1342,29.583048,-95.01554,0.0997379015907102
1044,53.064262,14.285139,0.1002296874933496
563,29.6038,115.9114,0.1005919585734382
1280,41.420883,-82.095726,0.1015940373675639
414,26.585,101.7169,0.1016328806688978
682,47.809892,7.764528,0.1019783508866143
342,32.1065,118.8086,0.1023382041303127
578,39.1067,117.1941,0.1032390227053197
1242,35.2318,-77.5669,0.1047841082920712
744,43.34639,-4.06417,0.1049897628494116
699,49.45165634,17.45415878,0.1092361455470382
239,46.6365,126.9785,0.1100725055507417
625,33.4022,120.118,0.1110217742901463
1240,53.371306,-2.239218,0.1128439404957545
554,22.5545,114.1063,0.1142635927892343
629,39.8261,109.9486,0.1157833319221662
1294,44.735977,-68.67075,0.1160650000620392
359,41.7406,123.505,0.1188010569970014
1417,41.705227,-76.512726,0.1215919348862632
24,41.2664,123.7992,0.1239722627090979
1279,39.9428,-81.3373,0.1253938628224049
714,53.134088,17.995712,0.1256792537301072
460,31.882,120.55,0.1262286227675831
1002,53.37287,-3.022722,0.1303440619318001
378,43.9166,125.3325,0.1320008342621943
901,48.68817,6.190431,0.1320978088952785
154,32.8605,115.8554,0.1324480030426539
1358,40.24699,-76.846985,0.1326321104594714
1338,38.48123,-77.3704,0.1333156769675981
389,38.0058,114.4586,0.1342493433889045
997,55.862281,-3.205782,0.1343657521859734
895,47.64892,-2.76399,0.1346576269085118
962,45.957778,12.618611,0.1370209833531982
847,41.97833,21.47,0.1377144373456856
1283,35.9359,-81.5306,0.1389669229372537
1297,48.5103,-113.99681,0.1402767337763024
1329,32.726658,-103.12292,0.1407413441841545
831,45.148333,9.940278,0.141680013639237
1058,46.064275,23.563517,0.1429781536803468
1250,44.18089,-85.73898,0.1432117071813392
1039,50.766815,7.973542,0.1433364162011448
107,37.8486,113.5819,0.1444511822863547
1322,40.816,-73.902,0.1480929775714023
899,40.540351,-3.645253,0.1503814923323684
1432,36.60843,-83.73694,0.1519215830758516
49,33.737,113.2919,0.1521552646449118
20,41.8611,124.0436,0.1522068177504485
214,46.0656,122.0392,0.1525419137551929
1421,39.46048,-76.633545,0.153151351552647
980,51.317905,12.297411,0.1549921805766365
750,43.2757,-5.596,0.1558486903552938
1073,48.507703,9.051178,0.1578605374463051
1396,34.015434,-84.60742,0.1579762810651709
1332,35.9138,-81.191,0.1597369309594432
127,36.7023,119.1437,0.1601956887757151
1036,51.360755,9.271233,0.1603784537449787
1311,40.712776,-81.598335,0.1616506892421676
921,48.773072,8.220214,0.1620190802106943
1099,57.810833,15.564736,0.1622286728156804
317,36.6734,117.1265,0.1662344497453078
1269,44.351696,-68.22698,0.1708433441454012
136,34.4045,115.6458,0.1713677279693202
1071,47.664361,9.169289,0.172339468865767
770,45.4512,7.878,0.1729235332856956
1374,42.19438,-72.555115,0.1744589111007525
467,29.334,120.04,0.1754530279169802
1214,45.297325,27.949461,0.1758445587550363
1386,41.81305,-88.07283,0.1767108970021487
1304,34.474525,-85.408844,0.1772348057585885
472,35.176,113.2467,0.1776749272173494
1260,32.82006,-96.860115,0.1781109892592083
566,28.0089,120.634,0.179526760226676
785,60.608299,15.6294,0.1795565184959475
612,24.6947,108.0497,0.1800982530074888
977,45.154075,26.818619,0.1821951656803419
1093,49.107502,6.122775,0.1836927677411579
59,30.8023,106.0789,0.1843874975905833
547,44.5782,129.6115,0.1859855214943202
221,35.4897,112.8676,0.1862384037917412
953,45.69802778,18.83463889,0.1862876300603268
1282,35.500103,-82.59986,0.1864505894548526
1267,35.85611,-78.574165,0.188151710193349
747,46.671307,5.556806,0.1904206580890885
1324,40.283092,-74.742615,0.1905999323500257
21,41.3094,123.7169,0.1909339868600788
964,49.300731,8.700103,0.1911483228420936
161,35.7511,114.2956,0.1923517061786998
849,47.676111,17.649736,0.1935677516963093
1274,41.53694,-81.45887,0.1935882165031513
473,26.6272,118.1756,0.1942583861403927
448,31.172,120.658,0.195180006590004
939,46.23451421,15.262476,0.1952749336059577
1100,50.85671305,4.425760659,0.1955822285368619
1293,35.614132,-97.47508,0.1958049528879589
1391,39.749027,-86.18627,0.1959892117851586
1287,36.109005,-79.802315,0.1960216943365814
299,34.80246,113.67526,0.1971493873172266
1449,27.946688,-82.731766,0.1987677698079913
227,37.7067,112.7249,0.1992217954979835
621,27.583,110.0394,0.1996059783847707
325,33.5981,119.036,0.1999206886469021
780,46.58967,11.43317,0.2017065437654726
1271,40.0877,-82.95977,0.202879163585666
138,30.2313,115.0601,0.2058621370363495
1382,38.06503,-84.49761,0.2069237424321056
206,42.0224,121.6717,0.2094131050621725
1010,53.56292,-1.510436,0.2099240487229895
774,47.40555556,15.36083333,0.2115273528981372
185,31.6908,113.3833,0.2137188463668005
225,37.6945,112.7532,0.214887171794962
1114,51.45258,0.070766,0.2150027799015444
941,47.04027778,14.330725,0.2153857851753521
583,41.7347,123.2444,0.2184985363991453
10,44.5462,129.6386,0.218945360148284
639,33.3942,120.156,0.2202052967965279
1025,40.67354965,22.89343834,0.2207086818092136
307,30.6189,114.282,0.222636243140758
159,30.6618,117.47,0.223676885123868
891,42.516944,1.56525,0.2238033542993348
358,41.6989,123.4231,0.2243873714998311
278,39.5111,116.6708,0.2256785382887101
1193,42.39197569,2.842138412,0.2277533743767903
244,46.8032,130.3648,0.2281380037680882
1455,38.23887,-82.9881,0.2281920831341464
148,33.5698,114.0261,0.2281983757173429
958,47.0495,6.97915,0.2299680425232067
1027,49.90167,2.304597,0.2305569795923593
709,52.407578,20.955928,0.2315804921548557
197,38.2839,109.7289,0.2315875434834896
1082,50.16443,9.399441,0.2320921799662612
1345,41.97639,-72.388054,0.2338122740532417
884,59.20243,9.4871,0.2338746289416476
992,47.538193,6.868361,0.2350328638243627
1162,45.96141,4.465711,0.2362105962073852
346,32.0309,118.8109,0.2369591413530328
496,26.5939,104.89,0.2371057048583511
6,47.2988,123.945,0.2385935298174543
815,49.028057,2.750278,0.239361933221557
1224,53.74878,-0.341222,0.2401163327497614
712,52.029194,23.149389,0.2407691372124429
1154,41.66638888,-4.715,0.2416615333645751
1042,53.924712,9.532635,0.243069485944312
1284,32.535294,-93.74704,0.2431623065780263
1393,33.578335,-86.77389,0.2436390205030342
12,46.586,125.153,0.2438843353218162
1395,33.545277,-86.549164,0.2451966414118048
51,30.7856,106.1064,0.2455744668259235
338,31.3708,120.641,0.2468775238515754
1323,43.14618,-77.54817,0.2470011425736292
1301,34.785217,-84.62643,0.2473421709199089
439,29.1217,110.5319,0.2481627795363428
329,31.3008,121.467,0.2494684293590683
481,27.8403,112.9118,0.2519744252298309
294,30.7478,120.726,0.2526134731187376
1296,43.4351,-89.67979,0.2544488381500094
1227,41.636078,25.379683,0.2551694431310535
141,30.2092,115.0307,0.2555443223624661
1210,47.068717,21.927233,0.2559782501261955
959,47.513333,21.624444,0.2590544902433436
1194,49.18742,6.910867,0.264018576357735
216,41.7325,125.9446,0.2666073255119544
113,35.4216,119.523,0.2687159779679636
183,31.7275,113.3583,0.2697913929749374
1031,45.226667,11.665833,0.2711428878815888
868,47.739919,26.658519,0.2716046318596895
1018,45.000278,9.009444,0.2728060974956791
52,30.3197,112.2494,0.2728375852874626
1086,50.13577,8.92157,0.2738964579045338
458,31.381,120.999,0.2740904199097524
374,43.8805,125.3297,0.2741352886284671
696,49.91351318,14.7826252,0.2743531862338104
1101,42.056383,25.59345,0.2750344036779992
1347,37.71325,-119.7062,0.2756606732308098
729,46.072224,5.820833,0.2765882968336509
1110,53.40337,-1.752006,0.2766257651305184
499,34.77172,113.73961,0.2772912259929143
60,41.0971,122.9642,0.2778746350930396
542,27.7569,111.9561,0.2780726264262171
1135,52.22174,-2.736665,0.2785931609137106
454,29.6963,118.2903,0.2796517545649375
1408,40.3663,-80.6158,0.2801591313829135
1187,43.285,13.42861,0.2802250279998271
829,46.143173,-0.396042,0.2810477366445713
634,36.6428,101.748,0.2827266739816842
663,31.6449,118.5024,0.2839736905097653
928,51.5645,14.3764,0.2850551652263092
553,24.8978,118.5972,0.2909632982929596
1399,32.362606,-88.27799,0.2928818155358858
579,30.0003,120.5483,0.2936357525450775
752,45.3189,8.4024,0.2936577189564502
632,22.5311,113.0219,0.295042898243934
689,43.25055555,-2.155,0.295694873390645
850,42.637192,23.243864,0.2958539711900762
1133,49.07655,8.40666,0.295869215673996
765,45.809998,2.06,0.2964493067156273
802,49.119442,6.180833,0.2979557853729045
1005,44.7037,8.0333,0.2991482918952763
437,27.9153,113.0048,0.3004421736734498
795,48.2702,16.2972,0.3012347905010495
1454,39.96528,-76.69945,0.3017252054410606
348,32.0551,118.7538,0.3022524553634637
421,27.8246,114.9231,0.3033275370966264
1097,51.05833172,3.729298172,0.3033901220187289
257,45.3039,130.9429,0.3042260942064869
337,31.3097,120.669,0.304513684743197
1124,45.690278,9.643889,0.3045646120887201
14,31.6837,118.5092,0.3065907828672358
600,26.5917,104.83,0.3082960758053526
64,40.6821,109.8538,0.3102145171616582
732,45.9225,6.87,0.310755783584027
670,28.687,115.8518,0.3109365726112097
814,45.79728,3.113833,0.312718430351261
837,44.73473,9.36693,0.3132760626631111
1312,32.364567,-88.73149,0.3135094896135642
866,50.979455,11.037924,0.3136681184293999
1107,50.6134125,5.570222814,0.3144293848774058
58,30.8064,106.056,0.3144809077781439
618,28.4436,117.9756,0.3179186862736463
280,40.9763,117.9392,0.3204080456272019
993,47.62,6.157611,0.3215098787613605
718,41.096667,-8.555833,0.3215186798966803
677,43.2561,-5.7759,0.3215236547295902
425,29.9572,121.713,0.324065580661238
854,42.666508,23.400164,0.3249995265825615
1397,33.331112,-87.00361,0.3271396319382321
149,33.5698,114.0055,0.3287345516735767
912,50.04613113,14.33141327,0.3310717421658722
84,30.6306,104.1122,0.3321274389458438
1108,40.3419,-3.8337,0.3342784566380823
558,29.7535,116.0721,0.335179852860077
1206,45.238642,19.835704,0.3355623407410847
620,27.7314,112.0194,0.3360460293965479
546,30.9285,113.9153,0.3362723346187393
438,27.8336,113.251,0.3364401970896476
1420,35.158688,-78.728035,0.3364851805663455
988,47.34414,0.653778,0.3367808304590591
152,32.2786,118.3244,0.3383817714717467
1170,43.5915,3.88681,0.3400652647210795
286,33.9528,118.293,0.3413193946878072
749,43.313,-7.6937,0.3448332848476963
382,39.9295,116.3392,0.346492113193633
33,34.3739,107.1186,0.3472760470200299
665,31.751,119.579,0.3476293173915961
1380,44.310555,-84.89187,0.3489567259629628
864,42.90056,13.33667,0.3494026687076334
17,41.0821,123.022,0.3502963726533667
368,45.5419,126.979,0.3504147488578511
1155,43.26444,-4.06278,0.3505793731322136
1446,43.670834,-110.59947,0.3511844359312439
1303,33.588547,-84.06961,0.3531035231413481
162,35.7306,114.2878,0.3553620090330214
862,51.921389,4.401389,0.3572508623701698
740,45.474156,28.034406,0.3573021571391075
1429,40.689255,-122.40219,0.3582613052733949
285,40.8033,111.6572,0.3583275200659919
911,50.11108017,14.50309563,0.3593033561511085
269,39.6973,106.8174,0.3597380824451112
1383,39.117218,-94.635605,0.3598761710833622
353,41.7867,123.4678,0.3600835350779678
727,47.651725,23.570508,0.3607879104550204
1223,47.0677,8.30068,0.360835943250085
662,35.4887,112.8508,0.361233431525148
839,48.247222,20.616403,0.3614061327591395
523,29.9775,102.9905,0.3622115609672877
207,41.1953,123.2,0.3629806760926931
1075,44.319639,28.610292,0.3630702833046613
1411,34.623238,-82.53206,0.3632936001639893
155,31.737,116.5079,0.3639837615660727
522,36.1758,117.1089,0.3651223508972847
1327,40.8679,-73.87809,0.365827498391145
587,31.9996,118.7356,0.3661403922874704
1365,41.61524,-71.72,0.3666355912749956
1004,51.52229,-0.125889,0.3668177708473579
680,44.9089,8.2055,0.3670136726575115
1116,51.34879529,4.339709947,0.3679775054312669
878,43.293137,5.574184,0.3684799997280952
1363,35.96497,-84.22317,0.3707083795533415
783,41.669172,13.674326,0.3713744733139606
971,49.438464,12.548869,0.3713827870543839
125,37.5639,121.2514,0.372219231271389
999,44.98375,26.015214,0.3734648508209786
1065,48.947611,13.420573,0.3737987617172381
1243,35.438557,-81.27675,0.3745304839499813
615,37.6828,112.7195,0.3748660147553168
99,40.0844,113.2711,0.377587160061107
300,34.81334,113.56746,0.3781618836727533
1371,27.189215,-81.34035,0.3784625865398134
369,45.8167,126.561,0.3802363203810366
1064,56.2904,8.4274,0.3806095100359603
1387,33.317142,-86.82575,0.3814565889780555
778,45.54301186,13.71352366,0.3814762044826977
293,37.7394,112.5583,0.3814970730469723
1452,40.27813,-105.54564,0.3838529105963096
72,40.1461,124.3933,0.3846394046838988
1156,43.40444,-3.84194,0.3847816519318201
756,43.16832,-2.63794,0.3862846128412847
1361,41.44278,-75.623055,0.3869281178231751
946,48.930932,21.913705,0.3878280041762301
462,31.955,119.18,0.3886969700602848
44,36.0681,114.361,0.3904843090349059
555,31.7231,118.5228,0.3906706516682137
275,38.2991,116.8842,0.3927866139385937
1319,39.866833,-88.92559,0.393390882253729
160,35.9019,114.17,0.3947569091610474
588,35.5934,104.6194,0.3960711828098326
1146,49.514959,8.402331,0.3980290128973437
312,31.3019,120.591,0.3989504798632352
1081,51.90158,10.48132,0.3992160825044901
728,49.442356,1.093789,0.3992437070656859
1245,33.81468,-80.781136,0.3997866302083174
1364,36.060894,-86.28629,0.4009011949170042
435,29.355,113.2117,0.4012166183054056
1016,42.42212,12.109196,0.4017433915826175
1292,35.320107,-97.4841,0.4026453155804432
1188,53.59617,8.09059,0.4047077788875384
153,32.8929,115.8277,0.4057081162911882
963,49.462229,11.0248,0.4059622694019308
1401,30.681719,-91.36625,0.4095780592210437
1306,44.70735,-89.77192,0.4111031612244418
343,32.1028,118.9125,0.4112569118311759
490,36.864,118.78,0.4118377722132915
1257,41.182465,-81.33048,0.4121016442617345
175,42.8328,93.4961,0.4124251787975119
617,39.0845,117.1589,0.4130319702057097
19,41.8822,123.9161,0.4136855856659849
108,37.8703,113.5614,0.4163105345723862
560,34.343,106.0055,0.4175510468991579
1409,43.54792,-96.70077,0.4186731574840298
790,46.835,14.84361111,0.4188654588962934
838,45.1391,7.0501,0.4192468995890414
707,43.230297,0.062339,0.4192995309141013
1067,51.651166,12.302866,0.4208506286599994
609,23.7256,109.2203,0.4212771983134532
1403,29.939613,-89.92388,0.4247479819460811
822,41.99917,21.44084,0.4258822225146142
360,40.7612,111.717,0.425891219476297
832,48.53111111,14.57472222,0.4267452855720738
1412,29.901035,-95.32613,0.4271673501948305
556,29.5698,115.9773,0.4275049139822101
507,27.2272,111.4328,0.4281802075470686
71,40.1503,124.4256,0.4287754179139123
157,31.7905,116.4996,0.4289584099455071
1390,38.65643,-90.19835,0.4291378473320601
258,47.3416,130.2537,0.429558209860228
533,30.5366,105.5861,0.4299567154242386
858,42.732292,23.310972,0.4302312005969599
501,26.2081,111.6217,0.4309038468162303
1231,46.34072,2.593945,0.430953235276545
1447,40.74529,-73.41919,0.4313930547986234
334,31.2284,121.533,0.4332499500487139
906,46.08253,10.95804,0.4333993976203114
1026,43.623608,1.438531,0.4373722862189645
571,25.0492,101.538,0.4382755488084615
916,48.397079,10.008293,0.4384616137252707
1028,44.39703,8.20604,0.4398387901022972
1340,29.723333,-95.63583,0.4399649386905613
426,37.3753,97.3731,0.4417316670568697
627,22.5978,114.297,0.443477590482651
1239,45.248889,10.299444,0.4445808215411882
180,36.1911,113.1569,0.4446616840372077
39,35.8735,120.0405,0.4455197555838229
264,47.4311,128.5159,0.4464142938902835
654,28.4586,119.93,0.4479610980339147
372,38.8661,121.5213,0.4487257938191514
263,46.5656,131.12,0.4495474534701508
1244,34.09396,-80.9623,0.4504682516711543
776,46.651838,16.196777,0.4508094661410207
970,51.698954,7.122684,0.4512242556045733
570,27.9939,120.6748,0.4523444837216968
83,34.3731,109.2186,0.4566199046830914
234,42.8845,125.1358,0.4605040027643526
886,53.246535,6.608937,0.4621453372071875
1047,51.862042,6.874469,0.4650189924285512
1348,34.454514,-94.143524,0.4663470407495661
1033,45.038333,9.669167,0.4666361512852079
26,41.0879,121.1115,0.4680026872524742
710,49.23290634,17.66717529,0.4686647915846695
1407,41.965195,-87.87627,0.4693552566253456
688,45.1828,5.7531,0.4694885272384732
298,34.77134,113.65724,0.470497515916837
961,50.79664963,4.358623958,0.4709258545722978
860,43.28334,5.511384,0.4715339111106614
751,49.259552,2.474397,0.4725870007332113
341,34.5885,119.176,0.4739277551844143
427,30.6465,111.3549,0.4748871856101845
1378,42.474644,-70.97082,0.4751672870300817
1076,47.3868,8.53981,0.4759527286002522
461,32.6524,117.0067,0.4771529856785877
409,27.7844,114.3956,0.4778348199095814
1406,41.644066,-83.54616,0.4788773747827121
1024,47.054443,-0.886111,0.4790949171165806
1169,45.84299,13.54308,0.4804428110680567
821,45.1758,7.5602,0.4805676570760126
471,29.7091,106.4522,0.4806850605918774
935,50.88369465,4.382977505,0.4813563518236892
87,34.2322,108.8922,0.4816970906235622
232,37.5211,111.1406,0.4828415830056403
291,37.8195,112.57,0.4828624198719259
1046,40.33639,-1.10667,0.4853247016027649
30,36.6106,109.5056,0.4875768767002297
1120,50.94535924,3.15240159,0.4882758938239914
1453,32.41281,-86.2634,0.4919383853710797
170,35.5461,106.6692,0.4926308843988501
848,46.62936,14.28931,0.4929194593810905
1428,30.260279,-81.45361,0.4931559854156568
1368,34.530716,-86.96754,0.4939919299060343
245,32.633,116.8281,0.4940846967965336
226,39.9289,116.4174,0.4950997817371018
1367,41.3014,-72.90287,0.4963387543762971
80,40.6532,109.8756,0.498064548796933
599,32.3153,118.3093,0.4986327851172509
717,43.404011,21.947746,0.4996722606224902
48,33.742,113.3257,0.5035573919731688
181,34.5538,105.8945,0.5048869801420972
827,45.193889,9.164722,0.5050593534642536
190,31.2124,107.4644,0.5057304209971358
347,32.0745,118.7794,0.5059960825762712
486,45.6094,84.895,0.5066499518525928
944,47.04472222,15.15277778,0.5069091550079974
1008,45.42009,4.395422,0.5078866949552938
3,47.3636,123.9305,0.5082083738383976
158,33.8518,115.7789,0.5108165753744031
1237,41.9356664,2.238568301,0.5127759968752955
15,43.8245,126.5052,0.5131396471914942
835,48.39167,13.67085,0.5155442988680569
731,45.0419,7.6259,0.5186857483496646
364,38.9511,121.565,0.5190562435310365
29,36.6028,109.4761,0.5194248020695056
445,27.6253,113.8493,0.5205421594932558
1128,45.371944,11.841944,0.5209025382093192
1314,30.085262,-93.76134,0.5236551143712066
956,44.9513,7.6362,0.5237842485308651
271,37.0851,114.5237,0.5240041973865723
1084,52.25534,8.05286,0.5240676899702835
242,32.8911,117.4185,0.5240747840562313
131,33.6128,114.6613,0.5247335439356677
241,32.9427,117.3605,0.5259924258486832
828,43.9275,12.224722,0.5267882315289198
660,36.1851,120.3905,0.5306813696436237
491,43.941,81.3364,0.5308752305165264
726,43.3069,-5.7057,0.5318993126614932
633,36.5819,101.834,0.5345076338392907
1196,44.938125,26.044994,0.534567405575671
926,52.644169,13.483079,0.5346920260415967
1263,36.019184,-83.87381,0.5348504056893797
1150,51.799722,16.3175,0.5372833553815007
283,33.6067,118.989,0.5373963624978145
734,43.310833,-0.391111,0.5375712196045929
548,28.9666,118.8709,0.5383313493862248
954,67.878588,21.062962,0.540284803652249
889,50.74823,2.25978,0.5410989507722362
345,34.2384,117.1918,0.5411812043101738
492,26.3108,117.7275,0.5433555996091505
543,29.315,110.4417,0.5449593634256101
1056,43.1788,-6.5527,0.5456407590627474
314,31.8707,117.2588,0.5460748943780501
769,41.47676936,2.088977264,0.5495537800675254
100,36.1989,113.1031,0.5517122427079483
651,23.1522,112.5544,0.5565501750077815
922,47.649258,26.249011,0.5569475153782462
1032,45.60222,9.27611,0.5585332844971312
328,31.1654,121.412,0.5591977673122008
606,27.3033,111.5239,0.5612985066886899
1138,52.401352,13.059945,0.5614622399235903
8,44.5963,129.5904,0.5628082756201864
657,29.8279,106.3787,0.5631381007788671
289,30.4183,120.3019,0.5637783483645045
139,30.2006,115.0817,0.5648547487907593
540,28.2558,109.6414,0.5687937630976803
915,44.4122,8.1695,0.5697738434361495
118,37.3803,118.0062,0.5702212843992217
950,50.46519216,3.939714326,0.5707031864667914
237,50.2341,127.5144,0.5716857670828694
444,25.2697,110.2819,0.5737511385255796
167,30.4742,114.9028,0.574204955483278
1121,50.85205095,4.347777506,0.5754194771320414
1451,33.9828,-111.79871,0.577900040481667
748,43.2941,-5.6796,0.5790653870682715
1254,34.002747,-89.79919,0.5795711914085887
664,34.6692,112.3628,0.5800268022855851
145,32.0564,112.1392,0.5821995046403217
1197,44.429489,24.351389,0.5846476480170791
859,43.305286,5.394716,0.5853866381659605
61,41.0931,123.011,0.5854518425371924
1423,35.43477,-83.44213,0.5862461136894132
907,49.40159607,15.6102457,0.590325573583107
196,38.2911,109.7456,0.5922261827888493
163,35.303,113.883,0.5929998323216588
755,51.259431,22.569133,0.594245227945166
470,26.2714,117.635,0.59427145022214
386,40.217,116.2296,0.5956808336491608
480,27.5002,114.0997,0.5958726165977315
1060,46.564369,26.910667,0.5982999081373377
610,30.8955,120.0875,0.5986937205839766
759,45.84083,9.34889,0.5997086775333861
211,41.5881,120.4318,0.5998581588213693
156,31.7643,116.4738,0.6008102649278942
1178,40.39472222,-3.73194444,0.6033634799042079
198,32.6939,109.0281,0.6041083207503282
36,34.493,109.4636,0.6068202331190278
1000,48.021657,12.538174,0.6068553816669566
896,43.1804,-2.2682,0.6073439970727624
1063,48.326013,10.903051,0.6133372128533692
322,36.6114,116.9862,0.613876743222403
135,32.9692,112.548,0.6140393164692934
63,41.1196,123.044,0.6151396157144645
284,33.5039,119.135,0.6176992763418552
252,45.1214,124.8006,0.6185860695871629
1366,42.86183,-71.878624,0.6195652264758723
703,50.02403641,15.76354885,0.6201792644041241
1229,47.3815,8.56592,0.620251733396119
1258,41.606663,-87.30494,0.6207960031473174
88,34.3474,108.935,0.6221309326276309
1265,35.233475,-85.18158,0.6225411431075325
1300,33.43395,-84.16181,0.6240193991592383
102,36.0783,111.5531,0.6248680889240253
843,43.223044,27.587239,0.6253134197741145
73,40.1092,124.3633,0.6254846402595554
112,37.4309,118.6614,0.6267022479778318
449,31.155,120.636,0.6268169706286149
645,36.7019,119.12,0.6295821946273644
277,39.5269,116.7244,0.630760886202142
561,29.6547,116.0172,0.6323162519074191
16,43.8358,126.5844,0.6329191868741793
318,31.8403,117.1318,0.634066254766204
1147,52.115725,21.237297,0.6371920951223318
1143,52.411563,-1.560228,0.6374387728994779
69,40.6655,122.167,0.6377827322569961
1442,32.52127,-84.94463,0.6380752648427654
350,31.7069,119.9468,0.6384326105509224
1288,30.229652,-90.96563,0.6406185200526279
151,30.9743,118.7385,0.6407335170206521
736,49.254344,6.867744,0.6408965034564249
483,38.5167,102.1692,0.6430448647774257
590,37.9844,106.2025,0.6457420480028864
1419,41.645382,-70.89751,0.6462836520707613
705,45.5588,8.0564,0.6466929486471532
1337,38.20087,-77.37742,0.648197442666128
1335,42.09142,-77.20978,0.6483670403298807
516,27.5342,109.9781,0.6512626914785583
120,36.8103,118.0414,0.6513389435951018
212,41.5646,120.4521,0.6537302787077142
38,36.6868,117.532,0.6545088117680955
268,30.6764,104.1419,0.6601752220886965
981,50.731478,13.75145,0.6602831567655136
210,42.2217,123.7153,0.6611093530473159
86,34.2173,108.9356,0.6641283436801593
1139,50.66109467,14.04306316,0.6642286455339048
262,46.6554,131.1524,0.665433907906279
81,43.831,87.6432,0.6678047901569926
1427,39.52508,-119.80772,0.6678427351934019
653,29.6277,106.6556,0.6684711604815781
1142,46.632142,27.730886,0.6702969543133727
261,46.6191,131.1652,0.6705363094980612
1030,50.5976,-3.71651,0.6709813271467114
114,37.4674,116.3032,0.6745176679418871
938,56.672901,12.8576,0.6746830934294445
1362,41.265556,-75.84639,0.6757056712748412
224,39.3197,112.4258,0.6773973055506255
1195,50.0075,20.259167,0.6819862627666627
1198,51.067439,19.448694,0.6827572779047374
857,47.430833,19.184175,0.6829972178077864
251,46.7975,130.3258,0.6852983257196305
742,45.871406,22.908594,0.6856445336917257
1074,43.5512,-5.9197,0.6862240228552229
31,34.3017,107.0708,0.6866517518886152
324,40.8369,111.7516,0.687052420206705
109,42.2816,118.9233,0.6920571500720945
1035,41.554167,14.674722,0.6945771741157755
945,48.27329,14.31479,0.6950479117055374
753,42.33611,-3.63611,0.6952039864568486
893,45.7789,4.9247,0.6956612464211028
1111,47.47706,11.05722,0.6986883909508665
715,43.6287,0.179069,0.6990384052185045
1088,42.05134069,0.729555647,0.7017483904918431
116,37.4451,116.2991,0.7020978735964354
646,36.6331,117.9592,0.7021153116592452
1402,43.656765,-70.629135,0.7023966881503098
404,24.8886,102.8204,0.7034081717687336
176,41.1551,80.2613,0.7034704424295488
1048,43.5589,-5.9275,0.7037761354902964
1213,50.676856,17.950278,0.7040424771344944
833,47.71611111,13.63222222,0.7070583792945211
124,35.4209,119.471,0.7082718075039568
818,45.772167,3.0875,0.7091224560953036
46,34.7965,114.2885,0.711262994800357
301,34.7525,113.64164,0.7120477725682887
306,39.9499,119.5897,0.7127958397304972
1182,51.839382,10.790143,0.7149600719222138
871,54.436985,12.721938,0.7151533701258516
1160,42.36831811,1.776783258,0.7153100943388224
