,lat,lon,EVI2_Growing_Season_Area_1_co2_r
1234,50.44914,2.9,0.6645042892506594
237,50.2341,127.5144,0.6648097284431193
1163,45.5476,9.16698,0.6654852069678205
485,31.0201,103.6202,0.6656453119105565
1237,41.9356664,2.238568301,0.6706054593297058
1361,41.44278,-75.623055,0.671387827582823
910,49.20272446,16.61628723,0.6714709276849022
761,47.751475,23.605325,0.6730298160372447
231,38.4519,112.7383,0.6730748475143026
684,50.010575,19.949189,0.6736417015770902
37,41.7166,86.1972,0.6740665951858974
589,41.0385,113.1076,0.6785085757121482
867,51.207944,10.450997,0.679378527589254
1448,34.264915,-88.76622,0.6815449647521247
1335,42.09142,-77.20978,0.6821702018351039
1353,40.56333,-78.919975,0.68288822696179
461,32.6524,117.0067,0.683996523598898
368,45.5419,126.979,0.6842144247385505
289,30.4183,120.3019,0.6858727748188573
1376,42.099697,-71.6194,0.6866190513641691
293,37.7394,112.5583,0.6892552191880897
76,40.7514,120.8392,0.6907289290847871
646,36.6331,117.9592,0.6939615993705233
972,46.934128,26.38925,0.697804537669619
267,46.8028,130.2751,0.69842506348768
324,40.8369,111.7516,0.699307280435524
1206,45.238642,19.835704,0.7007120438005477
512,25.0925,104.9022,0.7017130118692632
1220,43.25811,-2.97344,0.706725845086475
1171,43.5166,-5.6707,0.7081318996322543
1239,45.248889,10.299444,0.7086013907233233
356,41.8411,123.5903,0.7091553998272531
118,37.3803,118.0062,0.7100139144870943
602,44.0114,87.2997,0.7115176644208192
22,43.8622,126.54,0.7127034606005781
104,36.0714,111.5028,0.7140437313112534
810,47.4885583,12.066633,0.7143804870958654
113,35.4216,119.523,0.7156395821964657
515,26.8956,112.6211,0.7166607610854566
73,40.1092,124.3633,0.7174928639492911
994,49.872303,8.664619,0.7192052410452179
1406,41.644066,-83.54616,0.7200877127818542
1173,50.900317,5.986853,0.7202529225623672
732,45.9225,6.87,0.7218289338875524
1412,29.901035,-95.32613,0.7241129915995566
953,45.69802778,18.83463889,0.7261550127164876
78,36.229,117.6795,0.7261766812574901
702,60.37288,11.07407,0.7271227409963242
129,36.2017,117.0885,0.7306949259923536
698,49.77012634,13.36822128,0.7313393137780281
399,29.4572,106.3754,0.7314874745605544
568,38.8959,115.5213,0.7321898823642401
1152,50.349608,18.236575,0.7334211106766618
721,45.916943,6.135556,0.7350872925263144
1196,44.938125,26.044994,0.7353061446357615
450,37.197,122.038,0.7356916685308382
318,31.8403,117.1318,0.7402953207641836
1110,53.40337,-1.752006,0.7435509797460436
875,40.641111,-8.100556,0.7447405608295494
111,42.2554,118.8788,0.7483505570035208
211,41.5881,120.4318,0.7533784178248963
533,30.5366,105.5861,0.7549288505542696
521,30.5944,114.3014,0.7551586807886319
998,48.173194,11.648036,0.7559843668603445
102,36.0783,111.5531,0.7561560360756603
1156,43.40444,-3.84194,0.7598919573578993
1030,50.5976,-3.71651,0.7604254172870725
39,35.8735,120.0405,0.7613098076099493
310,36.663,117.0495,0.7631973689606457
634,36.6428,101.748,0.7640337185904449
1076,47.3868,8.53981,0.764361682622774
1399,32.362606,-88.27799,0.764705604458239
696,49.91351318,14.7826252,0.7689217142485297
103,37.4236,122.1214,0.7707177092031581
767,44.013056,12.42,0.7708834718295123
140,30.2019,114.8988,0.7710686011671399
1211,42.736572,11.87643,0.7718844573814346
1186,44.564972,27.366081,0.7742884369923346
974,49.841221,7.866222,0.7801635891205897
32,34.3672,107.1906,0.7809239811061297
815,49.028057,2.750278,0.7810351688839368
1226,46.586918,0.358583,0.7813233242422729
599,32.3153,118.3093,0.7845294378589005
1049,50.877923,12.0749,0.7854286151796547
583,41.7347,123.2444,0.7868691161031305
1123,45.714444,11.368611,0.7890322683386184
471,29.7091,106.4522,0.7890863869482915
6,47.2988,123.945,0.789633985688055
924,49.544078,8.465281,0.7898232356735135
563,29.6038,115.9114,0.7910642498383357
441,29.5102,106.5777,0.7924744651005786
788,47.541944,19.146122,0.7948334558385558
253,47.3086,130.2684,0.7958425110255747
2,43.8306,126.555,0.7971143498466003
1197,44.429489,24.351389,0.7976844125393132
1401,30.681719,-91.36625,0.7977925266635469
1160,42.36831811,1.776783258,0.7981862242449485
185,31.6908,113.3833,0.8000643217592951
1170,43.5915,3.88681,0.8010984760385366
1240,53.371306,-2.239218,0.8059395124615184
1387,33.317142,-86.82575,0.8074058041708176
105,37.8572,113.5758,0.809796495397816
1233,47.30737,5.065881,0.8102250756558508
98,40.0917,113.3444,0.8102511655074657
682,47.809892,7.764528,0.8110296692051617
1154,41.66638888,-4.715,0.8123674194417957
789,45.0249,7.6491,0.8186488686900383
1214,45.297325,27.949461,0.8190482823071675
3,47.3636,123.9305,0.8228596760246776
670,28.687,115.8518,0.8229836868175968
334,31.2284,121.533,0.8243357088588426
468,47.8517,88.1264,0.8267228083575332
1188,53.59617,8.09059,0.8269682720712901
657,29.8279,106.3787,0.8333252064753741
1013,49.276386,2.482167,0.8430584124818569
61,41.0931,123.011,0.8435837224479743
178,44.2967,86.0497,0.8450903887666057
658,29.4875,106.4782,0.8451243739629076
355,41.8467,123.4264,0.84593122696988
669,29.4251,113.1493,0.8471463780833864
1016,42.42212,12.109196,0.8472595783596227
637,36.913,121.531,0.8480401351105978
956,44.9513,7.6362,0.8501235612314751
216,41.7325,125.9446,0.8519067818014905
72,40.1461,124.3933,0.8534853729189112
871,54.436985,12.721938,0.8539669835758912
704,45.569,8.1876,0.8556991222364854
99,40.0844,113.2711,0.8575031453558094
1223,47.0677,8.30068,0.8583171133867229
1450,43.34317,-87.92087,0.8598860888687665
510,26.9056,112.5664,0.8600193683793217
431,29.8253,106.4213,0.860234992262913
1007,48.9964,1.7033,0.8625997566006325
169,37.9251,102.6201,0.8663520643415005
10,44.5462,129.6386,0.8676162457194792
429,36.0022,106.2792,0.8700735184283237
443,49.2261,119.7594,0.8705254858206856
24,41.2664,123.7992,0.8777090299872592
251,46.7975,130.3258,0.8792523972863094
110,42.2728,118.9576,0.8800813925406286
402,29.4906,106.6349,0.8817772422183201
1139,50.66109467,14.04306316,0.8867582015899891
427,30.6465,111.3549,0.8898092596576054
280,40.9763,117.9392,0.89056284526977
394,39.1661,117.1444,0.8938873941735315
651,23.1522,112.5544,0.8946051125693782
177,39.4467,76.0072,0.8970050375656031
1228,46.9631,7.46252,0.8974543785955356
36,34.493,109.4636,0.8981525911552021
1417,41.705227,-76.512726,0.8989059978919838
20,41.8611,124.0436,0.899219147077024
81,43.831,87.6432,0.9016773790717684
611,36.5482,104.1465,0.9077179985478908
179,44.3075,86.0697,0.9086840907384398
259,47.3388,130.3114,0.9092473783145208
652,37.374,120.399,0.9139089675934208
576,38.4842,106.2757,0.9155715340357264
1208,44.386558,23.733658,0.9182370515373414
727,47.651725,23.570508,0.9210425970011094
1010,53.56292,-1.510436,0.9213432690857072
1102,50.010325,8.451527,0.92310740737611
1111,47.47706,11.05722,0.9234230446052054
1085,46.541047,24.559642,0.9235138358223132
595,34.4285,115.6702,0.9252925068777748
265,47.7412,128.9102,0.9289996001332268
1061,50.048397,10.232076,0.9384292235469152
1221,43.4015,-5.8028,0.9456560457537232
659,36.0855,111.5018,0.9477537908286556
229,35.0147,110.9956,0.9496085153999432
1164,43.675114,4.62921,0.9544278035725698
266,48.471,129.5029,0.9564504164916054
213,43.1713,124.4002,0.9583968295232368
306,39.9499,119.5897,0.958949200727858
505,27.5721,109.5981,0.9652498937428652
1150,51.799722,16.3175,0.9663577103839076
600,26.5917,104.83,0.9723909161940876
626,34.3497,107.2058,0.9953591926690044
