,lat,lon,EVI2_Growing_Season_Area_1_aot40_r
491,43.941,81.3364,0.4156058061764324
1344,41.84046,-72.01037,0.4159032738699704
1027,49.90167,2.304597,0.4200148189810397
1415,30.419806,-91.182014,0.4201065075130133
1333,40.06483,-74.44405,0.4203302343547789
40,32.1059,114.1099,0.4222517532624569
174,42.8172,93.5128,0.4243399343205208
425,29.9572,121.713,0.4266360177969339
1316,29.632057,-98.56493,0.4277666471920757
1358,40.24699,-76.846985,0.4286430054122868
96,35.2464,115.4208,0.4298941563417671
112,37.4309,118.6614,0.4300476808868871
1270,41.515053,-81.24991,0.430288881757731
1208,44.386558,23.733658,0.4313507593015088
334,31.2284,121.533,0.4336440317763009
877,46.256617,26.792892,0.4339288588687308
1283,35.9359,-81.5306,0.4357178768759809
1304,34.474525,-85.408844,0.4361054083073409
455,36.885,120.515,0.4364830170683175
191,31.8896,102.2502,0.4373764122916111
1138,52.401352,13.059945,0.4385776363460672
108,37.8703,113.5614,0.4394762618776891
239,46.6365,126.9785,0.446421349315682
262,46.6554,131.1524,0.4468020020368795
150,33.5699,114.051,0.4469703899732452
883,50.736389,15.739722,0.447085555014885
715,43.6287,0.179069,0.4477004590202799
1301,34.785217,-84.62643,0.447832289417287
572,38.4418,106.2266,0.4503913843809378
1125,47.565439,14.244676,0.4530740667480565
1100,50.85671305,4.425760659,0.4536562129562604
1361,41.44278,-75.623055,0.4566799599080821
1261,35.63348,-83.941605,0.4572161798860087
1267,35.85611,-78.574165,0.4589436368076018
623,33.5828,114.0138,0.4594873347830485
173,42.9559,89.1673,0.4601291301971453
1260,32.82006,-96.860115,0.4605609312767598
1093,49.107502,6.122775,0.4608042275632908
732,45.9225,6.87,0.4626220083700235
111,42.2554,118.8788,0.4658456860844238
1246,33.342224,-81.788734,0.4667173326242496
197,38.2839,109.7289,0.4677928442285587
1288,30.229652,-90.96563,0.4732392923893365
722,49.40619,1.15515,0.473396027458503
461,32.6524,117.0067,0.4750770432333412
1434,43.68578,-74.98538,0.475494756377993
592,34.1781,117.1694,0.4800552829618324
59,30.8023,106.0789,0.4843471678272316
90,36.1031,103.631,0.4850189662079613
676,49.224167,4.020556,0.4861345071223475
80,40.6532,109.8756,0.4863223280230777
1374,42.19438,-72.555115,0.4877446249733237
1302,37.1655,-78.3069,0.4880875094815968
650,28.7728,104.6201,0.4892525711626725
1253,48.41252,-92.82922,0.4895038897815786
225,37.6945,112.7532,0.4921923111381568
1206,45.238642,19.835704,0.4934178995205001
1353,40.56333,-78.919975,0.4972026680062288
726,43.3069,-5.7057,0.4973119732935578
7,44.561,129.61,0.499019642043629
131,33.6128,114.6613,0.4990831772747418
1309,45.56498,-88.80859,0.5004032518190259
517,27.5578,109.9972,0.5052316697223291
265,47.7412,128.9102,0.5058067434994317
272,37.0886,114.4704,0.5109683043594847
1285,30.700895,-91.05607,0.5115491460882924
533,30.5366,105.5861,0.5163491616229152
1097,51.05833172,3.729298172,0.5169407884323202
949,50.81487387,3.322494319,0.5184092890447364
621,27.583,110.0394,0.5189282755238204
587,31.9996,118.7356,0.5191538299854943
1432,36.60843,-83.73694,0.5194128017763834
548,28.9666,118.8709,0.5207875269621453
639,33.3942,120.156,0.5219665934976573
1151,51.939783,15.518861,0.5229993397128808
417,28.2475,117.0311,0.5237727749215876
2,43.8306,126.555,0.5269875557378666
454,29.6963,118.2903,0.5279998679447484
829,46.143173,-0.396042,0.5361015120117432
725,49.02134,1.148319,0.5364078201448087
1366,42.86183,-71.878624,0.5367909981642481
655,30.5767,104.0594,0.5384776286497914
1264,35.10264,-85.16219,0.539533776667526
1088,42.05134069,0.729555647,0.5433578228202498
147,30.9891,112.1969,0.5439730669149316
1275,41.55523,-81.57526,0.5452359746447831
363,40.8062,111.7276,0.5462361907515664
333,45.7478,126.593,0.5478259305555495
292,37.8692,112.5369,0.5491570767097673
151,30.9743,118.7385,0.5516827690052197
637,36.913,121.531,0.5524187891692628
665,31.751,119.579,0.5529331260087631
625,33.4022,120.118,0.5549881042192769
500,30.2798,109.4707,0.555660181055509
658,29.4875,106.4782,0.5558892847085802
1129,51.49633,-0.460861,0.5594755981980839
633,36.5819,101.834,0.5607872628494326
1160,42.36831811,1.776783258,0.5739034258123157
798,42.404687,12.857794,0.5763730929118517
4,47.3386,123.9488,0.579071575853247
1194,49.18742,6.910867,0.5808552695040137
1076,47.3868,8.53981,0.5811480977735346
276,30.8669,120.0751,0.584728662972343
486,45.6094,84.895,0.5868907178692696
1231,46.34072,2.593945,0.5894134101624311
259,47.3388,130.3114,0.5917113931598132
1230,49.28222,4.051111,0.5920350466699017
529,31.2132,107.4988,0.5921570308464909
959,47.513333,21.624444,0.5923578041336546
1211,42.736572,11.87643,0.5977505626519619
978,44.865555,-0.939444,0.5983900731818769
1014,50.32276,3.39593,0.5989063910962698
619,30.9413,117.7807,0.5989680641357313
616,38.0378,114.5481,0.6015573358925257
107,37.8486,113.5819,0.6018810655327786
585,31.2864,120.628,0.6087863673357876
411,31.2071,121.577,0.6137386478952523
515,26.8956,112.6211,0.6143056444606115
299,34.80246,113.67526,0.6152996190150067
960,51.25210341,4.491362028,0.6160441551313475
395,39.1082,117.237,0.6193838280375609
426,37.3753,97.3731,0.6211202242480501
273,37.7541,115.6838,0.6211440644687014
780,46.58967,11.43317,0.6244096467911119
614,32.1873,119.4424,0.6265196818235225
1220,43.25811,-2.97344,0.6286923249569839
983,41.947654,12.533667,0.6288180289637835
190,31.2124,107.4644,0.6299524157830646
1111,47.47706,11.05722,0.6312255258774593
1170,43.5915,3.88681,0.6336265312727394
1116,51.34879529,4.339709947,0.6415427625053752
459,31.656,120.734,0.6426455771491336
613,30.7525,120.7846,0.6432747139538457
238,50.2472,127.5291,0.6456460724162109
54,31.4535,104.7563,0.6554664953561226
410,27.9831,116.3544,0.6572788280393843
232,37.5211,111.1406,0.6591660876253298
233,37.5136,111.1297,0.6627352273511381
509,27.3125,105.2864,0.6636156051428423
1075,44.319639,28.610292,0.6640282831384795
709,52.407578,20.955928,0.6642322977405755
935,50.88369465,4.382977505,0.6649749302019119
1224,53.74878,-0.341222,0.6657334572309893
552,28.6542,121.419,0.6686568557830763
728,49.442356,1.093789,0.6717238220005534
496,26.5939,104.89,0.6762433114808789
1179,46.555842,26.926942,0.6797846912084108
872,50.654066,10.769534,0.6814028243081914
1157,47.594913,7.568175,0.6814441434936583
1152,50.349608,18.236575,0.6865332495197775
116,37.4451,116.2991,0.6877187923606856
1174,52.077148,4.289185,0.689729846890936
563,29.6038,115.9114,0.6911697509445918
460,31.882,120.55,0.6930887439441081
513,25.0992,104.8811,0.6983536536112661
93,34.9976,118.2794,0.7110797270868409
3,47.3636,123.9305,0.7148250685695754
328,31.1654,121.412,0.7170654004271136
118,37.3803,118.0062,0.7185260942281684
1216,51.54052,5.85307,0.7206260748024794
55,31.4668,104.6697,0.7208416337983033
594,34.6972,119.3581,0.728040580205531
157,31.7905,116.4996,0.7291090917733716
35,34.3617,108.7233,0.7361249652806382
672,52.420319,16.877289,0.7395557661594271
815,49.028057,2.750278,0.7417929097827103
251,46.7975,130.3258,0.7439976447489999
1232,49.15167,-0.352778,0.7441448740570309
1149,43.3094,-2.0109,0.7476980628832519
724,43.32074,-3.11272,0.7633579585447073
640,29.6815,115.9872,0.7652177729939252
803,48.16206944,16.52561389,0.7786764583952068
468,47.8517,88.1264,0.7790574260243135
677,43.2561,-5.7759,0.7837371309747554
656,36.0822,111.5169,0.7858362830584569
91,38.4975,106.2328,0.7917987482622477
1187,43.285,13.42861,0.7996250684376623
751,49.259552,2.474397,0.803370682541757
229,35.0147,110.9956,0.8049114920904873
597,25.0441,101.5482,0.8201780616300911
589,41.0385,113.1076,0.8281580568589625
601,27.0803,114.9754,0.8339782634687033
657,29.8279,106.3787,0.8341827040139503
280,40.9763,117.9392,0.8343871578693663
1178,40.39472222,-3.73194444,0.8366568330044801
1233,47.30737,5.065881,0.8693465266485546
216,41.7325,125.9446,0.8783569356810182
885,51.407365,5.393328,0.8896726995627324
603,32.4535,105.8945,0.8962748159973244
1013,49.276386,2.482167,0.9031918803000804
651,23.1522,112.5544,0.9036218299448208
418,28.2642,117.0564,0.9062483893243438
600,26.5917,104.83,0.9355310419333336
1197,44.429489,24.351389,0.9410575929988956
479,27.7019,106.9242,0.9488175291617236
1007,48.9964,1.7033,0.9542596134267236
505,27.5721,109.5981,0.9804703204351268
