,lat,lon,EVI2_Onset_Greenness_Maximum_1_o3_r
600,26.5917,104.83,0.4338745784820314
1370,42.51334,-83.005974,0.4368227195178236
882,51.60308,4.781016,0.4397779454115337
1188,53.59617,8.09059,0.444831773664618
29,36.6028,109.4761,0.4450432631406124
568,38.8959,115.5213,0.4453842970863551
1419,41.645382,-70.89751,0.4463823007853206
726,43.3069,-5.7057,0.4504962556480262
976,45.56472,5.928333,0.4520135872586171
723,46.19583,6.240556,0.4541832372963157
1033,45.038333,9.669167,0.456276085309464
765,45.809998,2.06,0.4571972161800013
342,32.1065,118.8086,0.460148275836901
133,32.9917,112.5192,0.4617519517303049
1233,47.30737,5.065881,0.4629780644599588
467,29.334,120.04,0.4632188309961729
231,38.4519,112.7383,0.4661015483749162
460,31.882,120.55,0.4661816655531751
324,40.8369,111.7516,0.4666681851664156
143,32.6494,110.78,0.4681319232554964
218,33.6406,114.6369,0.4716664612222672
488,43.9174,81.2996,0.4742915186838649
583,41.7347,123.2444,0.4749720943698175
1017,53.187222,-6.121667,0.4755516541672627
78,36.229,117.6795,0.4755788770071135
128,36.1937,117.1437,0.4761088919088797
33,34.3739,107.1186,0.4790361276355897
830,48.733256,19.115268,0.4798726516065958
252,45.1214,124.8006,0.4805626907536483
1215,53.694628,19.968892,0.4816160961153932
415,28.9634,105.4324,0.4819717309367127
16,43.8358,126.5844,0.4825241071488592
1408,40.3663,-80.6158,0.4841350091330348
434,29.4758,113.2621,0.4849374065009893
169,37.9251,102.6201,0.4893645982312098
794,65.04338,25.4979,0.4897165978889569
618,28.4436,117.9756,0.4918464533693938
565,26.1028,119.2984,0.4921034506314935
1149,43.3094,-2.0109,0.4927413796407652
197,38.2839,109.7289,0.4936473290516964
352,32.1875,119.6707,0.4956491692174777
609,23.7256,109.2203,0.4995916349050958
1192,42.40538,1.13,0.5033591357430655
444,25.2697,110.2819,0.5054228337890041
347,32.0745,118.7794,0.5083107910987315
58,30.8064,106.056,0.5140387052980623
621,27.583,110.0394,0.515166756331332
297,36.3083,120.3999,0.5180424661753812
286,33.9528,118.293,0.5181200769590404
414,26.585,101.7169,0.5186076836912089
1210,47.068717,21.927233,0.5195719621603585
1382,38.06503,-84.49761,0.5202205329115447
601,27.0803,114.9754,0.5219862760023797
67,40.7094,122.2703,0.5244962980466783
1170,43.5915,3.88681,0.5248910015502734
688,45.1828,5.7531,0.5318478442208523
791,56.00833511,21.88694763,0.533920704257608
134,32.9735,112.5003,0.5354679773525427
407,31.4741,104.7778,0.5356867158298553
233,37.5136,111.1297,0.5377604329130015
534,28.2053,113.0792,0.5383796862104322
1320,40.136337,-111.6605,0.5384581507413737
49,33.737,113.2919,0.5420117310138387
1024,47.054443,-0.886111,0.5455482031842932
585,31.2864,120.628,0.5506029286750778
548,28.9666,118.8709,0.5536216417060901
238,50.2472,127.5291,0.5537790423711211
192,33.8715,109.9154,0.555346474218144
1008,45.42009,4.395422,0.5559454547127723
248,30.8792,117.7439,0.5565122123124753
300,34.81334,113.56746,0.5587113105629786
631,27.8614,112.9433,0.5610937662645703
485,31.0201,103.6202,0.5615351437521674
413,28.7199,104.5742,0.5679454373172728
56,31.1208,104.4239,0.5692504948465017
1336,40.82799,-73.05754,0.5717088909760012
535,28.19,112.9394,0.5733625887516417
477,29.2617,117.1547,0.5736861347304364
158,33.8518,115.7789,0.574592548961921
539,28.3169,109.7325,0.58011015958339
858,42.732292,23.310972,0.5805847213229255
1430,38.85287,-77.63462,0.5824618578420331
848,46.62936,14.28931,0.5929645446232807
110,42.2728,118.9576,0.5946396326237913
1405,43.577602,-116.178154,0.594660231069334
987,49.052284,8.253538,0.5953225057217347
1428,30.260279,-81.45361,0.5990042547522958
1093,49.107502,6.122775,0.6017491964713201
1236,42.44,-2.239,0.6059549329174989
508,28.1308,112.8908,0.6068531452787372
318,31.8403,117.1318,0.606975705666194
738,45.431539,28.054742,0.6133851733856102
1142,46.632142,27.730886,0.6173470201159132
276,30.8669,120.0751,0.6215975473980855
563,29.6038,115.9114,0.6216488832030735
626,34.3497,107.2058,0.6249236330531257
707,43.230297,0.062339,0.6285568419383645
697,49.66958237,12.6778841,0.6327858910777104
198,32.6939,109.0281,0.6335683738017364
602,44.0114,87.2997,0.6429811378180283
1075,44.319639,28.610292,0.6469908594488156
993,47.62,6.157611,0.6476677189673269
229,35.0147,110.9956,0.6498123698237006
1290,35.587143,-83.07416,0.6523650792366519
32,34.3672,107.1906,0.6565685232256355
654,28.4586,119.93,0.6580949875021513
1372,46.81826,-92.08936,0.6596459188715774
1227,41.636078,25.379683,0.6599181910769265
517,27.5578,109.9972,0.6660801159254918
1228,46.9631,7.46252,0.6666226038326477
603,32.4535,105.8945,0.6703958958373365
170,35.5461,106.6692,0.6711793479620546
364,38.9511,121.565,0.6731671467223203
1240,53.371306,-2.239218,0.6770505758267868
427,30.6465,111.3549,0.6827528940371647
59,30.8023,106.0789,0.6845458774001049
292,37.8692,112.5369,0.6900761294384012
244,46.8032,130.3648,0.6911776686122331
70,40.0625,124.3303,0.693107690516654
406,30.1819,120.2697,0.7018237782396077
343,32.1028,118.9125,0.7019672741258202
1091,46.708333,14.891667,0.7019950790956747
1094,55.46333313,26.00416946,0.7023123611488646
867,51.207944,10.450997,0.7094119739443832
755,51.259431,22.569133,0.709578693113514
1364,36.060894,-86.28629,0.7099890998217174
633,36.5819,101.834,0.7275667701617248
282,30.1808,120.0883,0.729607469985495
483,38.5167,102.1692,0.7333588934657671
429,36.0022,106.2792,0.7335066456366461
693,43.30277777,-1.98444444,0.7378190866979196
1060,46.564369,26.910667,0.7406628970940248
1211,42.736572,11.87643,0.7413814912047251
564,29.8566,114.2936,0.7414415777644188
974,49.841221,7.866222,0.7483773335678795
108,37.8703,113.5614,0.7486349902330907
168,37.9956,106.1856,0.7507822325898824
657,29.8279,106.3787,0.7550406251469309
832,48.53111111,14.57472222,0.7624643261486022
815,49.028057,2.750278,0.7632781180474186
316,31.7964,117.3027,0.7643473752317267
359,41.7406,123.505,0.7649673258131096
1058,46.064275,23.563517,0.770831572189327
264,47.4311,128.5159,0.7734515254119831
23,41.2864,123.7669,0.7738342091395188
577,30.6558,104.0219,0.7769496709508756
87,34.2322,108.8922,0.7826882559251854
589,41.0385,113.1076,0.7828072060151472
695,49.50260925,18.53856087,0.782853268577852
593,33.3663,120.1544,0.7871871764793319
629,39.8261,109.9486,0.7910974671930635
505,27.5721,109.5981,0.7920115907485569
638,23.0822,114.4053,0.793641169863037
1219,47.60472222,15.67305556,0.7971342128653288
630,27.9119,112.9074,0.7975460569301697
1225,41.31347521,2.013824628,0.7982584821443044
625,33.4022,120.118,0.8020532874707985
715,43.6287,0.179069,0.8032041874881409
651,23.1522,112.5544,0.8169055900845288
410,27.9831,116.3544,0.8174018012530276
893,45.7789,4.9247,0.822396321463473
35,34.3617,108.7233,0.823099965536844
249,30.97,117.8483,0.8240534320590851
90,36.1031,103.631,0.8242731596705679
1455,38.23887,-82.9881,0.8280042783574724
469,30.8388,106.1087,0.8336062009044956
509,27.3125,105.2864,0.8345575482785902
496,26.5939,104.89,0.8368354959895559
1151,51.939783,15.518861,0.8405161554956564
1398,27.939747,-82.000084,0.8417895034494846
616,38.0378,114.5481,0.8475709213751321
748,43.2941,-5.6796,0.8558570628677332
447,31.388,120.953,0.8576296855969083
1299,63.7232,-148.9676,0.8655894072922329
491,43.941,81.3364,0.868284002334752
54,31.4535,104.7563,0.8859927740707731
1076,47.3868,8.53981,0.8953593511500335
474,30.2111,120.2072,0.8980923014197076
542,27.7569,111.9561,0.9004830453506987
92,38.5036,106.1358,0.902157206408684
635,23.691,113.0426,0.9074599994963708
1158,51.748103,18.04931,0.9119011406923494
445,27.6253,113.8493,0.9176002820714664
1178,40.39472222,-3.73194444,0.9263105589508074
597,25.0441,101.5482,0.9288222445199282
1167,44.92008,2.441082,0.935565284594892
47,35.2127,113.2269,0.941646305930334
357,32.1328,119.4303,0.9478747604183336
91,38.4975,106.2328,0.953299609717685
1402,43.656765,-70.629135,0.9550313676809352
1204,41.886019,12.541618,0.9624261296425526
611,36.5482,104.1465,0.9661069898417436
419,30.3119,120.1197,0.9733090170250182
