,lat,lon,Date_Mid_Greenup_Phase_1_o3_r
597,25.0441,101.5482,0.0953805331612953
914,52.146264,14.638166,0.0980562934099693
1297,48.5103,-113.99681,0.0981535338548159
943,47.05917,15.016667,0.0982562854515632
27,40.8434,121.0533,0.0986144123723219
151,30.9743,118.7385,0.0993275794739481
699,49.45165634,17.45415878,0.0995382551258157
736,49.254344,6.867744,0.1001894931045297
668,26.5161,106.694,0.1008448438955299
361,32.4625,119.9189,0.1012662931715908
36,34.493,109.4636,0.1016039959590403
241,32.9427,117.3605,0.1019539041787472
116,37.4451,116.2991,0.1030302979001066
1329,32.726658,-103.12292,0.1037580234188373
1076,47.3868,8.53981,0.1039399180184607
470,26.2714,117.635,0.1048801862644468
968,50.889871,6.985074,0.1053841576175121
503,26.2331,111.6236,0.1066448752015852
1356,39.96111,-77.475555,0.1078872685379282
1275,41.55523,-81.57526,0.1090132175762449
240,46.6528,126.964,0.1103470842614703
690,44.3818,7.5382,0.1105082435731168
765,45.809998,2.06,0.1119947235338353
1174,52.077148,4.289185,0.1121038372375205
443,49.2261,119.7594,0.1126037819178517
73,40.1092,124.3633,0.1141028820235763
29,36.6028,109.4761,0.1141529618042287
990,42.697918,9.446417,0.1146977338374924
1411,34.623238,-82.53206,0.1168005765886136
585,31.2864,120.628,0.1171317878777875
1045,41.932892,12.506947,0.1188700634661184
1148,45.1619,5.7356,0.1190196285207784
1146,49.514959,8.402331,0.1201913002428455
202,41.2991,123.149,0.1207302815672684
919,48.376576,10.88837,0.1210747099823138
1294,44.735977,-68.67075,0.1213553268117326
366,45.7667,126.635,0.1213889405349998
1132,49.165508,9.224786,0.1230711606332322
719,47.27476,4.099476,0.1232584192024174
209,42.3022,123.8139,0.1256900652438167
19,41.8822,123.9161,0.1272089830332819
1225,41.31347521,2.013824628,0.1272211438387163
1387,33.317142,-86.82575,0.1281205442901868
746,42.14326062,2.510206967,0.1284927086019434
851,43.126475,25.691211,0.1290784793708513
1082,50.16443,9.399441,0.1311056740930442
456,29.7178,118.327,0.1315861973572284
60,41.0971,122.9642,0.1319541315535488
741,59.4944458,25.9305687,0.1321337382403433
725,49.02134,1.148319,0.1321696940086573
182,36.5446,104.1724,0.1327874332150796
293,37.7394,112.5583,0.1340105242347131
478,27.72,106.9178,0.1345959926755618
1254,34.002747,-89.79919,0.1346106035459196
998,48.173194,11.648036,0.135414392476879
1196,44.938125,26.044994,0.1371646564156034
555,31.7231,118.5228,0.1374191730155453
245,32.633,116.8281,0.1387660908032877
1298,64.84569,-147.72742,0.1398314735796558
1240,53.371306,-2.239218,0.1403579928450979
233,37.5136,111.1297,0.1407161658408872
670,28.687,115.8518,0.1419369341357829
1141,49.672507,9.001981,0.1428889070185327
62,30.7236,103.9728,0.1431837759678595
218,33.6406,114.6369,0.1431989734244848
945,48.27329,14.31479,0.1432547223952321
140,30.2019,114.8988,0.1434472872808566
632,22.5311,113.0219,0.1442756930965108
451,26.4365,106.6555,0.1444201203450809
978,44.865555,-0.939444,0.1465692872715768
726,43.3069,-5.7057,0.146884421401159
471,29.7091,106.4522,0.1481268837691658
1260,32.82006,-96.860115,0.1481934372711795
200,30.6145,116.9896,0.1487307680217638
960,51.25210341,4.491362028,0.1490215748091442
777,46.13111418,14.99611517,0.1533577202874102
926,52.644169,13.483079,0.1536924006512979
1435,41.49212,-81.67845,0.1557095541885129
1144,42.58194,12.62361,0.1561090121919614
971,49.438464,12.548869,0.1562138097357625
67,40.7094,122.2703,0.1563341094950887
229,35.0147,110.9956,0.1581754554483557
417,28.2475,117.0311,0.1589834087198159
621,27.583,110.0394,0.1592090619474094
516,27.5342,109.9781,0.1594029076195897
481,27.8403,112.9118,0.1600460315171948
281,37.8873,112.5139,0.1629800329121638
314,31.8707,117.2588,0.1638310809767514
217,39.3278,112.4072,0.1644411031550572
350,31.7069,119.9468,0.1649436151066746
170,35.5461,106.6692,0.1654036022694374
1333,40.06483,-74.44405,0.1657673546493715
885,51.407365,5.393328,0.1673385411065152
671,45.499167,12.262222,0.168589571905465
785,60.608299,15.6294,0.1690952767010175
1357,42.14175,-80.03861,0.1694632436134256
573,30.4663,106.6271,0.1697368108207635
1446,43.670834,-110.59947,0.169812765694497
1354,40.814182,-79.56475,0.1700964594819871
208,41.2495,123.1683,0.170126943390428
311,36.6868,117.0624,0.1708051377644965
764,45.869995,1.31,0.1713775503463812
1000,48.021657,12.538174,0.172564415885731
846,47.105278,17.556667,0.1730192182628633
1310,45.2384,-86.994,0.1737547349719606
80,40.6532,109.8756,0.1746022555074685
1365,41.61524,-71.72,0.1760163086488406
946,48.930932,21.913705,0.1771183403235403
3,47.3636,123.9305,0.1778776620700071
790,46.835,14.84361111,0.1780357979039782
1085,46.541047,24.559642,0.1794395573545638
479,27.7019,106.9242,0.179484714851618
56,31.1208,104.4239,0.1803091830500551
1009,55.79216,-3.2429,0.1815147221852312
94,35.0888,118.3956,0.1819475890241078
721,45.916943,6.135556,0.1824687229196811
758,45.47833,9.23583,0.1827251073612786
862,51.921389,4.401389,0.1850013800428779
263,46.5656,131.12,0.1852376793733658
780,46.58967,11.43317,0.185394576918961
441,29.5102,106.5777,0.1856857969382928
1210,47.068717,21.927233,0.1868469021499952
849,47.676111,17.649736,0.1882306614814548
951,47.4387,8.57012,0.188650844558448
1412,29.901035,-95.32613,0.1892342618030715
1384,42.334984,-89.03777,0.1910715899914675
986,46.802376,4.417486,0.1924967894181909
733,48.051117,7.011114,0.193372576591958
254,45.1722,124.7965,0.1936834223420343
77,40.7677,120.8695,0.1939655441298972
854,42.666508,23.400164,0.1959759268579058
666,26.5424,106.674,0.1965522260481438
896,43.1804,-2.2682,0.1966334763243632
252,45.1214,124.8006,0.1981998158090478
513,25.0992,104.8811,0.1985414181506504
1395,33.545277,-86.549164,0.1985486098358607
1193,42.39197569,2.842138412,0.1989486085517797
779,45.93766834,13.91156335,0.1990541858453423
230,35.0303,110.9686,0.2003907077096435
1372,46.81826,-92.08936,0.2012357747979272
607,29.2956,117.2461,0.2012577457820131
146,32.1142,112.1825,0.201802997145084
531,29.5822,105.0406,0.2029871010649141
1172,46.162556,-1.153603,0.203059253493552
337,31.3097,120.669,0.2044333133854426
450,37.197,122.038,0.2046972507579949
305,39.9041,119.5251,0.2051492779236167
768,50.429014,21.277367,0.2053841629122139
1056,43.1788,-6.5527,0.207330415484945
592,34.1781,117.1694,0.2089106140109285
156,31.7643,116.4738,0.2106205050864136
540,28.2558,109.6414,0.2113574143515369
1127,45.5966,7.76643,0.2114738072574263
1190,49.784339,22.756239,0.2123450722306198
982,50.892377,14.822846,0.2140006693820904
289,30.4183,120.3019,0.2144521800839886
1398,27.939747,-82.000084,0.2150150803234878
129,36.2017,117.0885,0.2151516421159773
922,47.649258,26.249011,0.2155584500506622
66,39.8129,110.0023,0.2175188721156933
255,45.6077,122.7911,0.2178801343929829
866,50.979455,11.037924,0.2184894356540141
577,30.6558,104.0219,0.2190858996185064
144,32.5714,110.8839,0.2206846517733187
201,30.5119,117.0331,0.2207748182071196
1342,29.583048,-95.01554,0.2214207669902143
1046,40.33639,-1.10667,0.2216353527570909
1335,42.09142,-77.20978,0.2227245532395564
823,45.1763,7.7116,0.2231135954868521
1079,41.91614,0.191101,0.2233713342972924
134,32.9735,112.5003,0.2236714551801066
1104,51.75816,10.61248,0.2246199523529704
168,37.9956,106.1856,0.2260433198801808
485,31.0201,103.6202,0.2261449162894713
1158,51.748103,18.04931,0.2290411402726576
1246,33.342224,-81.788734,0.2303247916758534
1320,40.136337,-111.6605,0.2308200667252628
1031,45.226667,11.665833,0.2310310848673045
1422,44.616943,-86.109406,0.2323613105127446
1359,40.46542,-79.960754,0.2328149183173106
1084,52.25534,8.05286,0.2328365195202087
1386,41.81305,-88.07283,0.2330969756008429
761,47.751475,23.605325,0.2341768364871661
15,43.8245,126.5052,0.2348556851928994
261,46.6191,131.1652,0.2351307380713155
400,27.0999,114.9658,0.2354358807416612
315,31.8571,117.25,0.2373125114123432
657,29.8279,106.3787,0.2376277105240948
219,35.5051,112.85,0.2380838457376098
681,48.847917,10.096292,0.2386183740350192
938,56.672901,12.8576,0.2393796278954204
1078,41.03028,21.33667,0.2405918115957114
236,32.8977,117.3145,0.2407418794759667
682,47.809892,7.764528,0.2410650248380642
1191,48.445553,0.110833,0.2412087348861658
662,35.4887,112.8508,0.2426785864405495
688,45.1828,5.7531,0.2435700220983802
501,26.2081,111.6217,0.244560289791341
1105,59.399355,18.077416,0.2462417556616916
892,44.926111,10.370833,0.2485909001604773
812,47.27129,11.4169445,0.2511381685878349
237,50.2341,127.5144,0.2512611271085704
242,32.8911,117.4185,0.2521149604090167
912,50.04613113,14.33141327,0.2527424833024308
529,31.2132,107.4988,0.2558059291061101
334,31.2284,121.533,0.2568957416640787
235,41.9419,126.4077,0.2575395716259814
834,48.257474,13.03923,0.2576382739020195
360,40.7612,111.717,0.2577975472724448
913,50.08148193,14.4426918,0.258212810191167
264,47.4311,128.5159,0.2582794759390916
1280,41.420883,-82.095726,0.2593029172728606
735,45.475327,4.515003,0.2608579422876758
147,30.9891,112.1969,0.2608758389966841
1439,39.310833,-76.47444,0.2610583466416421
959,47.513333,21.624444,0.2617369961607879
1253,48.41252,-92.82922,0.2629629569534741
1410,29.68639,-95.29472,0.2633931799127061
747,46.671307,5.556806,0.2639117227924336
429,36.0022,106.2792,0.2640155332796925
1125,47.565439,14.244676,0.264555736769529
717,43.404011,21.947746,0.2646012890108414
378,43.9166,125.3325,0.2649530264693647
95,36.1856,113.0844,0.2659104910801403
962,45.957778,12.618611,0.2661939785446033
564,29.8566,114.2936,0.2663151648757658
452,24.5058,118.0936,0.2666513192513779
126,37.5433,121.3719,0.2672924230131168
326,45.7319,126.685,0.2688005743459333
1209,50.912475,15.31219,0.2697107120938661
381,39.8863,116.4072,0.2697771332160437
199,30.2756,118.1371,0.2706275767809548
927,54.88361,-1.406878,0.2707455961580266
917,47.72514,10.306561,0.2711730648215048
270,37.7124,112.469,0.2716046897000002
1305,46.0519,-89.654,0.2719100341981723
106,37.8731,113.4894,0.2727119531674749
402,29.4906,106.6349,0.2734166195485299
130,32.1195,114.0775,0.2753487979757652
626,34.3497,107.2058,0.2759694000256166
161,35.7511,114.2956,0.2766536621070485
642,24.7733,113.5824,0.2771889777596193
474,30.2111,120.2072,0.2797290901012618
1286,36.02661,-80.341965,0.279866647740943
1340,29.723333,-95.63583,0.2811841369527837
1088,42.05134069,0.729555647,0.2824596221965401
388,38.0178,114.5331,0.2828283587815695
537,23.7233,114.6892,0.2834045806550123
1299,63.7232,-148.9676,0.2861405504250107
203,43.9311,116.0781,0.286440547752536
831,45.148333,9.940278,0.2890608692076601
811,43.39873,6.075611,0.2890908757832917
352,32.1875,119.6707,0.2903335571161718
727,47.651725,23.570508,0.2906678608489084
214,46.0656,122.0392,0.2909498833696621
82,43.8711,87.5525,0.2914875838306776
44,36.0681,114.361,0.29193824889717
576,38.4842,106.2757,0.2927558232926069
847,41.97833,21.47,0.2939537733652389
142,32.395,111.0419,0.2962771377592634
964,49.300731,8.700103,0.2963394500559276
1259,29.767998,-95.22058,0.2972203940239188
1,41.1442,123.0485,0.2981624186509852
385,40.3275,116.6275,0.2987861652428097
149,33.5698,114.0055,0.2994262796863564
855,42.142889,24.765239,0.3008902839823846
1092,48.19223,14.51954,0.3010445767556716
110,42.2728,118.9576,0.3011194143868102
383,39.9611,116.2878,0.3014262937116426
972,46.934128,26.38925,0.3022719617893106
535,28.19,112.9394,0.3025985745220281
1069,52.398406,13.368103,0.3040384837053749
801,45.463333,10.480833,0.3048717239986351
616,38.0378,114.5481,0.3049997824987355
1113,54.97825,-1.610528,0.3052004062418413
882,51.60308,4.781016,0.3052348202067801
335,34.2778,117.2933,0.3052764483644653
677,43.2561,-5.7759,0.3054476840586648
1231,46.34072,2.593945,0.3066997888629007
572,38.4418,106.2266,0.3073054822390699
196,38.2911,109.7456,0.3084771218778676
1218,51.028931,7.004976,0.3106109506128009
893,45.7789,4.9247,0.3106439178417791
1358,40.24699,-76.846985,0.3114165935555384
128,36.1937,117.1437,0.3121583799947085
683,45.6725,12.238611,0.3127934819082361
1249,36.306965,-79.09197,0.3129778719898566
75,40.7136,120.9092,0.3134933899159859
1351,29.733727,-95.25759,0.3151439528918476
409,27.7844,114.3956,0.3156802133726287
1195,50.0075,20.259167,0.3175667632589245
729,46.072224,5.820833,0.317673672908104
30,36.6106,109.5056,0.3186043143139339
1318,42.04915,-88.273026,0.3191215986588893
1326,42.68075,-73.75733,0.3210543286426542
318,31.8403,117.1318,0.3222150431601173
770,45.4512,7.878,0.3257513871934024
1382,38.06503,-84.49761,0.3272042395688823
1389,39.40745,-94.26537,0.3272417120247973
653,29.6277,106.6556,0.3275748551616171
1243,35.438557,-81.27675,0.3283520130769441
845,47.561944,18.960008,0.3299056951424954
1314,30.085262,-93.76134,0.3299268593428088
48,33.742,113.3257,0.3310926167648635
285,40.8033,111.6572,0.3327075939172497
1202,42.284,21.2738,0.3331912190016075
1313,38.86067,-90.10585,0.3341538791488898
371,43.8447,125.3863,0.3346471575772579
955,47.4067,9.39438,0.3352481656611564
678,50.836389,19.130111,0.3388056317651375
1267,35.85611,-78.574165,0.3391951578583623
1400,30.439722,-84.34639,0.3406133433399482
863,52.602056,11.850274,0.3407505016305799
999,44.98375,26.015214,0.3410487755744897
980,51.317905,12.297411,0.3422443186253795
742,45.871406,22.908594,0.3432066581486672
1238,40.6646,-3.7739,0.3461973981137526
1283,35.9359,-81.5306,0.346508347541492
687,45.183611,11.311389,0.3478276365386354
528,26.5892,104.8,0.3479786532297392
829,46.143173,-0.396042,0.3485889826920991
1236,42.44,-2.239,0.3492106314557465
841,47.557222,18.420836,0.3509899508222794
940,48.248993,16.357079,0.351070979700645
410,27.9831,116.3544,0.3540357541979044
213,43.1713,124.4002,0.3583926750143492
317,36.6734,117.1265,0.3586925559031514
155,31.737,116.5079,0.3589486802168765
204,38.8411,105.6985,0.3616344117709603
18,41.8491,123.7977,0.361874972674612
1008,45.42009,4.395422,0.3626017429318378
1390,38.65643,-90.19835,0.3655027548010949
1137,44.82112,20.459113,0.3663707268580682
1107,50.6134125,5.570222814,0.3664400959338399
1256,39.48599,-87.40131,0.3676297643023304
870,52.800773,10.756733,0.3676580019632241
723,46.19583,6.240556,0.3685606315805442
624,35.878,120.005,0.3693309840406236
477,29.2617,117.1547,0.3703707621983657
772,45.515278,10.219444,0.370371879346595
1424,42.27807,-85.54189,0.3713347647195059
748,43.2941,-5.6796,0.3731607059554835
794,65.04338,25.4979,0.3744989750734359
160,35.9019,114.17,0.3745408728920463
1317,42.060284,-87.86323,0.3767216218937456
745,40.41666666,-0.24916666,0.3773490031239263
544,39.7443,98.5061,0.3794078516623963
1244,34.09396,-80.9623,0.3802103025263036
763,46.17,1.87,0.3812628086283665
1257,41.182465,-81.33048,0.3815084871518836
355,41.8467,123.4264,0.3835222923901503
1108,40.3419,-3.8337,0.3835309816352994
1379,32.50996,-92.046196,0.383542666821613
1394,33.553055,-86.815,0.3837787150872026
49,33.737,113.2919,0.3846980631360117
1440,47.5525,-122.06472,0.3855905536380779
1122,43.867496,18.423061,0.385627535380148
649,28.793,104.6055,0.3857818124682383
365,43.7783,125.245,0.3886725884354466
351,32.4639,119.888,0.3891655829011913
346,32.0309,118.8109,0.3908616606416956
673,49.419528,8.6767,0.3918838957486668
52,30.3197,112.2494,0.3927775540433407
884,59.20243,9.4871,0.3930067201818255
523,29.9775,102.9905,0.3933842646342864
1207,38.748611,-9.148889,0.3944289343257491
565,26.1028,119.2984,0.3951218160640817
1311,40.712776,-81.598335,0.3955854848989837
767,44.013056,12.42,0.3962464123829317
1233,47.30737,5.065881,0.3963496451019938
153,32.8929,115.8277,0.3967975066998647
65,40.6288,109.8642,0.3982101499871424
830,48.733256,19.115268,0.3985607960418507
422,32.0023,118.7752,0.4004280966704231
16,43.8358,126.5844,0.4029266764391284
328,31.1654,121.412,0.4047780267192194
341,34.5885,119.176,0.4060654860850675
179,44.3075,86.0697,0.4061932946385872
220,35.4936,112.8318,0.4070856655496842
762,45.158745,1.537222,0.4086152770465318
839,48.247222,20.616403,0.4093229318305142
730,45.683333,9.466667,0.4093798850819849
35,34.3617,108.7233,0.4116769555021904
275,38.2991,116.8842,0.4117165511060352
1432,36.60843,-83.73694,0.4122413961117464
92,38.5036,106.1358,0.4122442794110978
568,38.8959,115.5213,0.4132989847077862
1034,43.66028,11.90167,0.4133237006363235
157,31.7905,116.4996,0.4145101946180086
71,40.1503,124.4256,0.4145847495083698
1430,38.85287,-77.63462,0.4151906839302644
1338,38.48123,-77.3704,0.4161872312126055
180,36.1911,113.1569,0.4163972307000368
1433,40.56252,-80.503944,0.4171813682014514
1066,45.263142,27.969506,0.4177446089589366
404,24.8886,102.8204,0.4188031541740498
301,34.7525,113.64164,0.4217797994416088
9,44.6075,129.6364,0.4242128433099424
787,49.50504,5.97694,0.4296451251143849
1168,43.79306,11.09778,0.4298767686458564
497,28.2597,112.9792,0.4303387968531923
482,31.5031,120.242,0.4307833221028627
773,48.40861,15.619166,0.4314705660792213
836,44.79361,10.33167,0.4315451550750167
1025,40.67354965,22.89343834,0.4323340706067609
518,29.5844,103.7627,0.4323425712206251
1032,45.60222,9.27611,0.4326930548730313
1445,35.988277,-77.5843,0.4333371227576412
737,49.233464,6.987601,0.4337055920361807
70,40.0625,124.3303,0.4344800976158101
833,47.71611111,13.63222222,0.4346503774731217
614,32.1873,119.4424,0.4366596935190494
331,31.5475,120.354,0.4375422609105449
288,30.2692,120.1903,0.4384119214614506
1368,34.530716,-86.96754,0.4397735503608939
1062,51.321364,12.032141,0.4398739283472694
150,33.5699,114.051,0.4410644542230552
957,47.0674,8.46333,0.4421874686154088
1093,49.107502,6.122775,0.444701249439745
1063,48.326013,10.903051,0.4454420340166654
303,36.5713,114.4918,0.4461160254522698
1150,51.799722,16.3175,0.4463662544348508
1179,46.555842,26.926942,0.446979568743355
1334,43.05235,-76.05921,0.447275414140268
1397,33.331112,-87.00361,0.4485282423058396
1163,45.5476,9.16698,0.4490159274160329
177,39.4467,76.0072,0.4523248031074051
822,41.99917,21.44084,0.4528970647978936
1222,49.23074,7.003174,0.4537316327974415
1268,40.026035,-82.433,0.4540616905347345
127,36.7023,119.1437,0.454116620392908
1130,51.47707,0.317969,0.4568941195350904
185,31.6908,113.3833,0.4574922784666549
575,30.4576,106.6303,0.4594078826547566
102,36.0783,111.5531,0.4604096603905668
753,42.33611,-3.63611,0.4615749137296463
1413,41.094967,-85.101814,0.4624923225437436
372,38.8661,121.5213,0.4626538140837863
1147,52.115725,21.237297,0.4628288521191233
488,43.9174,81.2996,0.4647284567105363
1403,29.939613,-89.92388,0.4648958991535298
212,41.5646,120.4521,0.4648962896867583
647,36.8406,118.0253,0.4655540389411767
1224,53.74878,-0.341222,0.4662147992199272
76,40.7514,120.8392,0.4677078636362582
1323,43.14618,-77.54817,0.4706270634267372
1388,37.70097,-94.03474,0.4729320493864371
78,36.229,117.6795,0.4729432619453849
1200,43.89555,25.956575,0.4746101541064791
1426,30.848612,-85.60389,0.4753781237001785
886,53.246535,6.608937,0.4757126967974694
1378,42.474644,-70.97082,0.4769314585925516
1438,35.206112,-111.65278,0.4781397472239531
903,50.37658691,13.32762241,0.4807254977459256
12,46.586,125.153,0.4814724907737743
1112,44.92467,10.5172,0.4830962095989113
120,36.8103,118.0414,0.4834602488349502
1263,36.019184,-83.87381,0.4835115664760506
358,41.6989,123.4231,0.4863791463411163
494,25.7759,113.0348,0.4873194880256821
1068,47.145014,23.877389,0.4881740593530037
1051,46.2311,6.07417,0.4904782367562768
41,35.0697,109.0697,0.490690194252697
936,50.85780611,4.288706017,0.492376950061557
225,37.6945,112.7532,0.4934510078450774
38,36.6868,117.532,0.493591477412139
108,37.8703,113.5614,0.4946984511121154
1120,50.94535924,3.15240159,0.4962857498286142
738,45.431539,28.054742,0.4965424786728835
873,55.39638901,10.38917255,0.4994592138267936
832,48.53111111,14.57472222,0.5010434479269327
786,46.80138889,13.49388889,0.5010759815997902
1271,40.0877,-82.95977,0.5021412601795946
757,43.15333,-4.25306,0.5026402420504938
178,44.2967,86.0497,0.5030100034467253
665,31.751,119.579,0.5041755854633695
1346,39.4125,-107.23056,0.5064730871256611
348,32.0551,118.7538,0.5099997135513404
816,49.211447,18.771215,0.5107836386860639
363,40.8062,111.7276,0.5110912643083712
1242,35.2318,-77.5669,0.5121866258437753
1336,40.82799,-73.05754,0.5122495283523255
538,28.2675,109.6958,0.5125622785546666
189,31.1986,107.5082,0.5131074155673153
1061,50.048397,10.232076,0.5151800619910222
942,45.55879167,18.69876944,0.5178391293519066
710,49.23290634,17.66717529,0.518073864554872
1281,35.76541,-82.264946,0.5186526307182197
1135,52.22174,-2.736665,0.5188763372845356
944,47.04472222,15.15277778,0.5191364088670839
187,32.4287,105.8628,0.5192873923564625
449,31.155,120.636,0.5199512147666125
57,31.1317,104.3826,0.5223255468090647
1373,38.45934,-82.64041,0.522547521298053
162,35.7306,114.2878,0.5248817424485579
33,34.3739,107.1186,0.5248985899622112
861,46.765425,23.550258,0.5276754806477137
423,32.0754,118.7997,0.528454276486923
294,30.7478,120.726,0.5294875141985277
1171,43.5166,-5.6707,0.5300091889219855
1216,51.54052,5.85307,0.5307554592579001
1276,38.81194,-76.74417,0.5322198716437263
654,28.4586,119.93,0.5332691110775507
323,33.575,119.007,0.5351214576548825
1315,42.139996,-87.799225,0.5361244066912237
569,26.8906,100.2203,0.5414632412349806
399,29.4572,106.3754,0.5420355721313255
493,31.9037,102.224,0.5425852979777046
1287,36.109005,-79.802315,0.5433091133243263
1449,27.946688,-82.731766,0.5435623530727628
792,45.760833,11.736667,0.5439559634567813
1005,44.7037,8.0333,0.5483424171008936
90,36.1031,103.631,0.5493334247993417
104,36.0714,111.5028,0.5497201552766754
1169,45.84299,13.54308,0.5500629515928103
1447,40.74529,-73.41919,0.5522054470118077
280,40.9763,117.9392,0.5533212722525915
1383,39.117218,-94.635605,0.5534342707017097
552,28.6542,121.419,0.5551532344661916
543,29.315,110.4417,0.5558800888201352
740,45.474156,28.034406,0.5568368882034349
114,37.4674,116.3032,0.5576618416137281
556,29.5698,115.9773,0.5578182942637541
818,45.772167,3.0875,0.558538317494557
1332,35.9138,-81.191,0.5598548515707837
1363,35.96497,-84.22317,0.5609227346332157
574,38.497,106.1015,0.5631154399946192
843,43.223044,27.587239,0.5631599545937269
996,49.32273,11.02792,0.566903744276575
100,36.1989,113.1031,0.5685352932724584
97,35.2375,115.4747,0.5710494032367983
934,47.5292,9.9267,0.5737217023693343
137,32.9771,113.9976,0.5745734255993841
316,31.7964,117.3027,0.5753256590074666
1124,45.690278,9.643889,0.5753693228040322
1360,40.107224,-74.882225,0.5794225185144833
309,36.0658,120.4134,0.5821880884420957
877,46.256617,26.792892,0.583802413054703
338,31.3708,120.641,0.5876503931840757
1021,45.89,0.9,0.5894826788711969
1201,41.15604,15.09675,0.5896118726682944
1152,50.349608,18.236575,0.5904167055399139
1041,51.462734,13.526796,0.5907994470809569
842,47.091111,17.901122,0.5911393154608235
837,44.73473,9.36693,0.5928788367523912
924,49.544078,8.465281,0.5944114236504948
464,31.354,119.818,0.597135568044478
1199,43.650722,25.363583,0.5977226561968679
103,37.4236,122.1214,0.5990692877305427
586,35.7668,115.0,0.5991686869160184
343,32.1028,118.9125,0.5991795019478695
374,43.8805,125.3297,0.5993641638181035
396,39.6506,118.1705,0.6010674073001409
1133,49.07655,8.40666,0.604647964641076
291,37.8195,112.57,0.6057444962663602
223,39.3617,112.4575,0.6068072319382771
563,29.6038,115.9114,0.6072203531744448
373,43.79,125.4605,0.6080716752755082
813,47.04735,16.07905,0.6092325379968055
424,33.774,113.182,0.610052910509492
1116,51.34879529,4.339709947,0.6137876873099282
496,26.5939,104.89,0.6141031170186473
192,33.8715,109.9154,0.6156590261711606
345,34.2384,117.1918,0.6163971316764086
398,29.7166,106.6205,0.6173542689341377
950,50.46519216,3.939714326,0.6193474944770628
1339,38.8577,-77.05922,0.6195362144116008
594,34.6972,119.3581,0.6211609918500708
176,41.1551,80.2613,0.6241840771712248
627,22.5978,114.297,0.6242620623409327
1245,33.81468,-80.781136,0.6245011626244587
1043,45.411864,28.005967,0.6260646707867141
370,43.8325,125.1761,0.6264170732426821
1164,43.675114,4.62921,0.6293596836078702
1002,53.37287,-3.022722,0.6307249135834491
1154,41.66638888,-4.715,0.632664724990745
260,47.3382,130.1097,0.635671192363131
1187,43.285,13.42861,0.6357033631173901
1396,34.015434,-84.60742,0.6363067030779063
578,39.1067,117.1941,0.6382099497481261
570,27.9939,120.6748,0.640212717513302
525,37.5072,122.1067,0.6409871650650772
880,45.0028,7.8375,0.6424378230749189
539,28.3169,109.7325,0.6424928804202888
1205,39.48963,16.3868,0.6425686193042134
310,36.663,117.0495,0.6431798662839653
641,24.7791,113.6735,0.6438883591539816
1098,51.15013609,3.80873543,0.6453670221910448
932,43.322554,21.919025,0.6528823950261052
397,26.3003,106.805,0.657290516722402
356,41.8411,123.5903,0.6599346582457208
61,41.0931,123.011,0.6639087805626531
911,50.11108017,14.50309563,0.6646170572476103
457,36.253,120.014,0.6649668412803788
1441,31.188932,-85.423096,0.6692051059043331
858,42.732292,23.310972,0.6704115347122708
96,35.2464,115.4208,0.6707107928040026
1248,41.4271,-80.1451,0.6714232154828625
224,39.3197,112.4258,0.6726447235706962
1178,40.39472222,-3.73194444,0.67286174774629
1114,51.45258,0.070766,0.6747781522883549
1264,35.10264,-85.16219,0.6763695863496838
581,42.0353,119.2658,0.6795840674759057
339,32.0005,120.86,0.6804451830427276
599,32.3153,118.3093,0.6829458639279391
222,39.3522,112.4397,0.6829870445567765
1288,30.229652,-90.96563,0.6837974856097837
1235,40.3597,-3.5429,0.6843574194387998
1347,37.71325,-119.7062,0.685273742632632
620,27.7314,112.0194,0.690457720710538
905,45.873889,10.1775,0.690828691183012
231,38.4519,112.7383,0.6908948306268925
660,36.1851,120.3905,0.6911172112683847
152,32.2786,118.3244,0.6915758395554225
1143,52.411563,-1.560228,0.6922162848179596
881,51.468662,5.47235,0.6937500607325895
800,45.655,10.20083,0.694015542462639
251,46.7975,130.3258,0.696452435192324
638,23.0822,114.4053,0.6972908508380479
1138,52.401352,13.059945,0.6977227742497527
122,36.8194,118.3092,0.6998227102667144
734,43.310833,-0.391111,0.7029330295688788
788,47.541944,19.146122,0.7030588183906836
274,38.3254,116.8584,0.7051894931861017
118,37.3803,118.0062,0.7078986270897547
484,35.546,112.8453,0.7086717865435203
898,47.737415,7.309075,0.7094439653945898
1349,43.1818,-87.901,0.7110296756246173
1237,41.9356664,2.238568301,0.711248437558069
107,37.8486,113.5819,0.7122040834776804
24,41.2664,123.7992,0.7123046152090652
554,22.5545,114.1063,0.7135173266477293
1153,41.63528,-0.89361,0.715929834806231
1376,42.099697,-71.6194,0.7167182400403815
1123,45.714444,11.368611,0.7197829532337322
141,30.2092,115.0307,0.7198302498136957
819,45.6642,8.1598,0.7230033042115218
353,41.7867,123.4678,0.7253271376762439
416,28.2264,117.0222,0.7263072804805188
25,41.3472,123.8142,0.7300254653935867
246,33.9477,116.7856,0.7301365529556855
132,33.6347,114.6758,0.7313218394835663
442,36.7729,119.1936,0.7322672261926397
286,33.9528,118.293,0.7338304182621662
612,24.6947,108.0497,0.734286037073131
625,33.4022,120.118,0.7349596221193867
1293,35.614132,-97.47508,0.735285334734392
266,48.471,129.5029,0.7364315496486591
1279,39.9428,-81.3373,0.7365104873293621
593,33.3663,120.1544,0.737073736590503
864,42.90056,13.33667,0.7389301582965607
1012,46.137222,9.385,0.7399029468385458
637,36.913,121.531,0.7419207693665562
